ALGRUNID	ITERNUM	U_TIME	S_TIME	PRTIME	ALL_U_TIME	ALL_S_TIME	ALL_MIN_FLT	ALL_MAJ_FLT	ALL_NIVCSW	ALL_NVCSW	ALL_CPU_COUNT	ALL_CPU_DELAY	ALL_BLKIO_COUNT	ALL_SWAPIN_COUNT	ALL_SWAPIN_DELAY	ALL_FREEPGS_COUNT	ALL_FREEPGS_DELAY	ALL_READ_BYTES	ALL_READ_CHAR	ALL_READ_SYSCALLS	ALL_WRITE_BYTES	ALL_WRITE_CHAR	ALL_WRITE_SYSCALLS
19120	1	192406	4	192410	190	30	1118	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	2	192401	9	192410	200	23	1115	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	3	192404	5	192409	198	24	1120	0	0	0	0	0	0	0	0	0	0	0	11480	23	20480	0	0
19120	4	192410	5	192415	196	26	1122	0	0	0	0	0	0	0	0	0	0	0	11480	20	40960	0	0
19120	5	192405	1	192406	200	26	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	6	192403	6	192409	198	24	1119	0	0	0	0	0	0	0	0	0	0	0	11480	23	61440	7	0
19120	7	192402	7	192409	192	32	1118	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	8	192401	5	192406	194	26	1118	0	0	0	0	0	0	0	0	0	0	0	11544	24	24576	0	0
19120	9	192407	4	192411	196	27	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	40960	0	0
19120	10	192404	4	192408	196	22	1118	0	0	0	0	0	0	0	0	0	0	0	11480	20	28672	0	0
19120	11	192406	4	192410	198	26	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	12	192403	5	192408	198	22	1122	0	0	0	0	0	0	0	0	0	0	0	11480	23	28672	0	0
19120	13	192401	9	192410	196	25	1121	0	0	0	0	0	0	0	0	0	0	0	11480	20	40960	0	0
19120	14	192406	7	192413	196	26	1118	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	15	192404	2	192406	194	29	1119	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	16	192401	7	192408	194	28	1118	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	17	192404	4	192408	194	27	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	28672	0	0
19120	18	192408	11	192419	192	26	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	57344	0	0
19120	19	192401	8	192409	191	29	1118	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	20	192401	6	192407	197	25	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	28672	0	0
19120	21	192402	5	192407	192	31	1121	0	0	0	0	0	0	0	0	0	0	0	11480	20	28672	0	0
19120	22	192398	1	192399	199	24	1123	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	23	192407	5	192412	196	26	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	40960	0	0
19120	24	192405	5	192410	198	23	1118	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	25	192407	7	192414	194	26	1120	0	0	0	0	0	0	0	0	0	0	0	11480	23	61440	7	0
19120	26	192416	9	192425	205	32	5240	0	0	0	0	0	0	0	0	0	0	0	839485	636	28672	26318	0
19120	27	192405	2	192407	190	30	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	28672	0	0
19120	28	192400	4	192404	198	28	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	20480	0	0
19120	29	192396	7	192403	194	26	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	30	192403	2	192405	197	26	1120	0	0	0	0	0	0	0	0	0	0	0	11480	23	28672	0	0
19120	31	192402	8	192410	196	25	1120	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	32	192408	7	192415	190	31	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	33	192405	3	192408	193	30	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	34	192405	4	192409	191	29	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	20480	0	0
19120	35	192399	6	192405	196	21	1118	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	36	192403	3	192406	198	24	1114	0	0	0	0	0	0	0	0	0	0	0	11480	23	28672	0	0
19120	37	192404	3	192407	199	24	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	38	192404	4	192408	198	24	1114	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	39	192397	4	192401	190	32	1120	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	40	192410	4	192414	192	25	1120	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	41	192399	10	192409	194	27	1117	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	42	192403	6	192409	193	26	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	28672	0	0
19120	43	192395	6	192401	196	28	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	28672	0	0
19120	44	192410	2	192412	194	27	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	61440	7	0
19120	45	192399	7	192406	190	31	1114	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	46	192404	3	192407	199	24	1117	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	47	192395	7	192402	194	25	1114	0	0	0	0	0	0	0	0	0	0	0	11480	23	28672	0	0
19120	48	192403	4	192407	198	24	1121	0	0	0	0	0	0	0	0	0	0	0	11480	23	28672	0	0
19120	49	192402	5	192407	196	25	1120	0	0	0	0	0	0	0	0	0	0	0	11480	20	28672	0	0
19120	50	192401	2	192403	190	30	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	28672	0	0
19120	51	192408	8	192416	196	25	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	52	192405	3	192408	196	24	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	53	192401	5	192406	195	31	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	28672	0	0
19120	54	192402	9	192411	196	26	1115	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	55	192406	4	192410	196	27	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	36864	0	0
19120	56	192408	3	192411	198	22	1114	0	0	0	0	0	0	0	0	0	0	0	11480	23	28672	0	0
19120	57	192396	7	192403	198	26	1121	0	0	0	0	0	0	0	0	0	0	0	11480	20	20480	0	0
19120	58	192409	4	192413	194	24	1121	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	59	192407	0	192407	198	25	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	28672	0	0
19120	60	192394	10	192404	196	27	1117	0	0	0	0	0	0	0	0	0	0	0	11480	20	40960	0	0
19120	61	192403	3	192406	194	29	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	62	192407	8	192415	192	30	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	57344	7	0
19120	63	192411	4	192415	196	22	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	64	192406	7	192413	193	27	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	65	192407	4	192411	200	19	1115	0	0	0	0	0	0	0	0	0	0	0	11480	23	20480	0	0
19120	66	192401	4	192405	194	25	1121	0	0	0	0	0	0	0	0	0	0	0	11480	20	28672	0	0
19120	67	192408	1	192409	196	22	1118	0	0	0	0	0	0	0	0	0	0	0	11480	23	20480	0	0
19120	68	192401	7	192408	194	24	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	69	192404	10	192414	196	27	1117	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	70	192401	9	192410	194	28	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	71	192406	1	192407	196	25	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	28672	0	0
19120	72	192404	3	192407	198	24	1114	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	73	192406	9	192415	192	29	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	74	192402	8	192410	198	25	1114	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	75	192405	1	192406	194	29	1121	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	76	192405	2	192407	198	24	1119	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	77	192400	10	192410	194	28	1118	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	78	192407	3	192410	194	27	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	20480	0	0
19120	79	192403	4	192407	198	23	1119	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	80	192405	9	192414	198	24	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	81	192407	6	192413	194	29	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	61440	7	0
19120	82	192402	6	192408	192	27	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	24576	0	0
19120	83	192402	10	192412	196	25	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
19120	84	192405	3	192408	194	28	1120	0	0	0	0	0	0	0	0	0	0	0	11480	23	28672	0	0
19120	85	192404	8	192412	194	27	1121	0	0	0	0	0	0	0	0	0	0	0	11480	20	24576	0	0
