DBMS	RUNID	QUERYNUM	UPPER_CARD	LOWER_CARD	UPPER_GEN	LOWER_GEN	UPPER_PLAN	LOWER_PLAN	UPPER_CQT	LOWER_CQT	UPPER_GEN_TXT	LOWER_GEN_TXT
mysql	231	33	30600	30300	2	2	5157666499670767088	5157666497883589532	190555	132910	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	38	30300	30000	2	2	-865264884702689664	5634917534101149056	162485	147525	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	43	30300	30000	2	2	1906399448387965224	1906399444813610112	168640	155380	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	57	29100	28800	2	2	-865264884702689664	2326387048205678464	154085	135890	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	61	30300	30000	2	2	7305472381883848962	7305472380096671406	91770	64350	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	61	30600	30300	2	2	7305472380096671406	7305472381883848962	65580	91770	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	61	30900	30600	2	2	7305472381883848962	7305472380096671406	93550	65580	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	67	30000	29700	2	2	-865264882915512108	2326387048205678464	278295	180945	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	71	30300	30000	2	2	7305472381883848962	7305472381883848962	63955	63370	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	77	30000	29700	2	2	-6186413629565362040	-1310052011658112468	273690	169855	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	88	29100	28800	2	2	-865264882915512108	3182151385198702920	140970	147525	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	897	2	30300	30000	2	2	5157666499670767088	1906399444813610112	164490	126505	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	897	24	29100	28800	3	3	5459625528133052328	7080145248676199764	88350	78995	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref
mysql	897	25	30600	30300	3	3	8291052553049041520	8291052551261863964	198285	141630	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref
mysql	897	33	30300	30000	2	2	789000358245045632	-1310052011658112468	188165	158370	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	897	42	30600	30300	3	3	7203577782878027376	7203577782878027376	185840	183540	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref
mysql	897	49	29100	28800	2	2	5757796336217053180	-1310052011658112468	195105	145905	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	897	67	29100	28800	3	3	8471906960123618216	7080145246889022208	101620	76690	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref
mysql	897	76	29400	29100	2	2	7305472381883848962	7305472380096671406	76255	82685	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	897	96	29100	28800	3	3	701043674950890980	8783427670371490220	177680	183435	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref
db2	229	3	1890000	1880000	4	4	-3432427333900171296	5360276885798122976	1160	1100	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	4	700000	690000	5	5	7685059126802050400	-1950154730392058528	710	625	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	5	280000	270000	4	4	91855445796665568	4173044983555490784	150	155	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	7	1120000	1110000	4	4	-8937577335833337888	-8937577335833337888	1500	1480	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	7	1140000	1130000	4	4	-3609564190594101536	-3609564190594101536	1495	1490	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	7	1280000	1270000	4	4	-3609564190594101536	-3609564190594101536	1545	1540	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	7	1480000	1470000	4	4	-3609564190594101536	-8937577335833337888	1630	1630	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	7	1540000	1530000	4	4	-3609564190594101536	-3609564190594101536	1670	1660	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	7	1590000	1580000	4	4	-3609564190594101536	-3609564190594101536	1680	1670	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	7	1720000	1710000	4	4	-3609564190594101536	-8937577335833337888	1730	1730	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	7	1750000	1740000	4	4	-3609564190594101536	-8937577335833337888	1740	1730	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	7	1990000	1980000	4	4	-3609564190594101536	-8937577335833337888	1835	1830	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	8	1010000	1000000	4	4	-5475906343953832992	5879040432297662688	1260	1080	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	9	490000	480000	5	5	-6027398650758265504	6343049675761481056	470	460	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	13	900000	890000	3	3	-2231355236205100192	5867437391657936768	340	335	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	13	1540000	1530000	3	3	-8199207782054933984	-2231355236205100192	440	450	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	13	1550000	1540000	3	3	-2231355236205100192	-8199207782054933984	450	440	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	14	130000	120000	3	3	5450978833504817376	4804702118846583584	50	40	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	14	270000	260000	3	3	5450978833504817376	4804702118846583584	110	80	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	15	200000	190000	3	3	8269501330624139104	-2606508093910334816	100	95	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	18	940000	930000	3	3	-795230860440306592	-7435514676055586240	660	505	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	18	1010000	1000000	3	3	5704782023934456352	-795230860440306592	525	710	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	23	940000	930000	5	5	8483847345039998304	3885867584513588832	1920	1950	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	23	1050000	1040000	5	5	3885867584513588832	8483847345039998304	2035	2040	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	24	990000	980000	5	5	5168508693428999520	1593408127744933216	865	840	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	27	1520000	1510000	8	8	-5737020878531113760	1733096958832463072	1845	1815	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	229	28	1000000	990000	4	4	2242779972804994272	-1493253700428334880	1280	1090	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	29	1120000	1110000	5	5	-1737318557098691232	-1737318557098691232	1800	1780	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	29	1290000	1280000	5	8	-1737318557098691232	6987833950744251616	2265	1670	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	229	29	1360000	1350000	5	8	-1737318557098691232	6987833950744251616	2480	1805	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	229	29	1470000	1460000	5	8	-1737318557098691232	6987833950744251616	2860	2025	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	229	29	1820000	1810000	8	5	6987833950744251616	-1737318557098691232	2855	4215	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	29	1910000	1900000	5	8	-1737318557098691232	6987833950744251616	4750	3075	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	229	39	50000	40000	3	3	8515245752388713696	-6626223545961441696	30	20	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	39	320000	310000	3	3	-6626223545961441696	8515245752388713696	200	190	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	42	700000	690000	5	5	8832382642554520928	-6297914824107219616	1320	1450	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	42	730000	720000	5	5	-6297914824107219616	8832382642554520928	1590	1350	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	42	750000	740000	5	5	8832382642554520928	-6297914824107219616	1415	1600	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	42	790000	780000	5	5	-6297914824107219616	8832382642554520928	1750	1480	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	42	810000	800000	5	5	8832382642554520928	-6297914824107219616	1530	1770	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	42	940000	930000	5	5	8832382642554520928	-6297914824107219616	1795	2205	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	44	860000	850000	5	5	73489948638397792	62355100723477856	970	1160	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	44	920000	910000	5	5	62355100723477856	-4026634461117954720	1250	960	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	44	1230000	1220000	5	5	9069703282756985184	7753461483159892320	1380	1170	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	44	1930000	1920000	5	5	9069703282756985184	7753461483159892320	1930	1735	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	47	230000	220000	4	4	-7554627591497301792	5760931490391060576	530	540	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	47	990000	980000	4	4	2011569119063124448	-7133726306497657888	1100	1100	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	47	1360000	1350000	4	4	3516994567975344352	-354085108324635424	1400	1380	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	47	1390000	1380000	4	4	3516994567975344352	-354085108324635424	1415	1410	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	47	1560000	1550000	4	4	-354085108324635424	3516994567975344352	1560	1545	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	48	140000	130000	5	5	6648971291675308384	4699229740087689056	260	240	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	48	150000	140000	5	5	4699229740087689056	6648971291675308384	260	260	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	48	320000	310000	5	5	6648971291675308384	4699229740087689056	435	415	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	48	370000	360000	5	5	4699229740087689056	4699229740087689056	480	460	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	48	430000	420000	5	5	4699229740087689056	6648971291675308384	540	530	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	48	560000	550000	5	5	6648971291675308384	4699229740087689056	670	655	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	48	600000	590000	5	5	6648971291675308384	4699229740087689056	715	700	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	48	1010000	1000000	5	5	-5474536658558608032	3877444752386954592	1380	1290	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	53	1910000	1900000	3	3	-6221436900308295008	-1752724316049113280	615	340	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	54	1380000	1370000	3	3	-4597773693637602976	1086008390980227488	815	440	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	63	610000	600000	5	5	878519341688304992	5664146674444626272	875	800	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	64	610000	600000	5	5	801518568742189152	3153893811749406560	570	515	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	65	110000	100000	5	5	4763803552871309152	-6677760485700701856	60	70	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	65	250000	240000	5	5	-6677760485700701856	-6677760485700701856	200	190	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	65	280000	270000	5	5	4763803552871309152	-6677760485700701856	180	220	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	66	1010000	1000000	8	8	5809380087899589856	-7100085993245487904	1500	1680	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	229	67	360000	350000	4	4	3801562976567597792	-3506724321285185312	515	550	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	67	810000	800000	4	4	1766701958176098016	3801562976567597792	950	910	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	67	900000	890000	4	4	1766701958176098016	3801562976567597792	1020	1010	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	74	350000	340000	3	3	-6999695615394912576	6860240082064478240	230	210	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	75	280000	270000	3	3	8269501330624139104	-2606508093910334816	165	95	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	77	500000	490000	3	3	-5736030797362651808	2972461933967972480	460	425	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	77	990000	980000	3	3	-8442312406890698272	6808014817487769632	750	740	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	81	1000000	990000	5	5	2813602306079300448	7411582066605709920	710	680	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	81	1560000	1550000	5	5	1665993094572354912	2813602306079300448	1560	1660	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	84	1530000	1520000	5	5	-5121722742742896800	1046949431827017056	2230	2090	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	85	1990000	1980000	8	5	1573307007117184224	4763803552871309152	2965	3550	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	86	1630000	1620000	5	5	2995474838314968672	7593454598841378144	1980	1955	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	87	1440000	1430000	5	5	-5197176422757972640	-6781397931239615648	1660	1750	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	87	1500000	1490000	5	5	-5197176422757972640	-6781397931239615648	1700	1790	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	87	1640000	1630000	5	5	-6781397931239615648	-5197176422757972640	1955	1820	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	88	270000	260000	5	5	3320165310887712096	3320165310887712096	270	260	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	88	1590000	1580000	5	5	1082534477862307168	1082534477862307168	2295	2270	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	88	1720000	1710000	5	5	-2506876336650177184	1082534477862307168	2110	2510	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	89	360000	350000	5	5	1906665672327010656	6343049675761481056	300	360	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	89	450000	440000	5	5	1906665672327010656	6343049675761481056	420	475	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	96	360000	350000	3	3	-5745259849614522656	-6114876989362780960	510	400	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	97	1000000	990000	3	3	-4200557822114901088	4871800436506727552	700	520	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	99	1740000	1730000	3	3	7724595746652993312	8515245752388713696	950	1420	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
pgsql	230	3	500000	490000	4	4	-7804913052145353984	-9166294037828535040	1005	1030	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	3	860000	850000	4	4	-946559848440574464	-8968066398644457984	1250	1245	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	3	920000	910000	4	4	-9166294037828535040	-7804913052145353984	1300	1290	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	3	970000	960000	4	4	-7804913052145353984	-9166294037828535040	1340	1320	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	3	1890000	1880000	4	4	-9166294037828535040	-946559848440574464	1880	1940	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	4	260000	250000	4	4	1916797213549754236	7283995216456782204	565	550	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	4	780000	770000	4	4	-1849090192817179268	1916797213549754236	1290	1240	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	4	830000	820000	4	4	1916797213549754236	-1849090192817179268	1315	1352.5	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	5	200000	190000	4	4	-4435749119089356032	-2066393482809691072	225	210	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	5	370000	360000	4	4	-4435749119089356032	-2066393482809691072	435	430	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	6	1790000	1780000	4	4	-4717351679702959748	8267167579395955068	4035	3950	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	6	1970000	1960000	4	4	5266881494145115004	7127783122496687548	4370	4342.5	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	9	60000	50000	4	4	6354964101696355068	241317653780616572	105	75	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	9	170000	160000	4	4	241317653780616572	6354964101696355068	280	250	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	9	300000	290000	4	4	6354964101696355068	-5023350475287993988	480	480	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	9	1260000	1250000	4	4	-5023350475287993988	241317653780616572	3655	3860	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	9	1560000	1550000	4	5	241317653780616572	6283153338323045044	6340	10792.5	Hash Join,Hash,Seq Scan,Sort	Merge Join,Seq Scan,Sort
pgsql	230	9	1980000	1970000	4	4	241317653780616572	-5023350475287993988	11352.5	10015	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	11	940000	930000	4	4	-1036501846241345632	-1036501846241345632	840	835	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	13	730000	720000	4	4	-946559848440574464	1623826227716941088	1325	1315	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	16	1180000	1170000	4	4	2819100445922334432	-1110864779457922816	3135	3120	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	17	40000	30000	4	4	8769901885483112448	9195513420342573056	720	700	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	18	20000	10000	4	4	-7438781248047883200	1093611053133586176	130	250	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	18	30000	20000	4	4	2126842619936870144	-7438781248047883200	260	130	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	23	830000	820000	4	4	-1197245979003149444	5497160105483600764	3070	3045	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	24	520000	510000	4	4	5059869588418938300	3866119346888958844	850	840	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	24	720000	710000	5	5	8018590827139105220	7255987757141283460	2710	2020	Merge Join,Seq Scan,Sort	Hash Join,Hash,Merge Join,Seq Scan,Sort
pgsql	230	24	890000	880000	5	5	8018590827139105220	7255987757141283460	3135	2280	Merge Join,Seq Scan,Sort	Hash Join,Hash,Merge Join,Seq Scan,Sort
pgsql	230	24	1650000	1640000	5	5	-6366324832564479004	8018590827139105220	4045	5255	Hash Join,Hash,Merge Join,Seq Scan,Sort	Merge Join,Seq Scan,Sort
pgsql	230	24	1760000	1750000	5	5	8018590827139105220	-6366324832564479004	5545	4295	Merge Join,Seq Scan,Sort	Hash Join,Hash,Merge Join,Seq Scan,Sort
pgsql	230	26	1000000	990000	4	4	5861580786394132224	-496611276372340224	2400	1935	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	27	840000	830000	4	4	-4407683778812661380	-6165084751765210756	1925	1900	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	27	920000	910000	4	4	4174634702693218684	-6165084751765210756	2065	2032.5	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	28	900000	890000	4	4	-8078796018759781664	3244289031882618880	1660	1640	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	28	910000	900000	4	4	3244289031882618880	-8078796018759781664	1685	1660	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	28	930000	920000	4	4	-7438781248047883200	-7438781248047883200	2175	2150	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	28	1140000	1130000	4	4	-5099290390605386496	-4960409703538695104	2325	2525	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	29	100000	90000	4	4	241317653780616572	241317653780616572	145	130	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	29	110000	100000	4	4	6354964101696355068	241317653780616572	160	145	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	29	380000	370000	4	4	241317653780616572	2934772565951602044	580	570	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	29	630000	620000	4	4	241317653780616572	2934772565951602044	1095	1065	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	29	710000	700000	4	4	2934772565951602044	241317653780616572	1310	1275	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	29	830000	820000	4	4	6354964101696355068	2934772565951602044	1625	1645	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	29	1750000	1740000	4	4	241317653780616572	2934772565951602044	7735	7630	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	31	840000	830000	4	4	130424525843492416	3481643270204275200	770	760	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
