DBMS	RUNID	QUERYNUM	UPPER_CARD	LOWER_CARD	UPPER_GEN	LOWER_GEN	UPPER_PLAN	LOWER_PLAN	UPPER_CQT	LOWER_CQT	UPPER_GEN_TXT	LOWER_GEN_TXT
mysql	231	3	30600	30300	2	2	1906399448387965224	1906399448387965224	174560	173305	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	7	30300	30000	2	2	-6186413629565362040	401476671263824224	237240	180655	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	16	30000	29700	2	2	-1310052009870934912	2326387048205678464	354125	365385	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	18	30000	29700	2	2	-865264884702689664	2326387046418500908	199210	209125	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	21	30600	30300	2	2	7305472381883848962	7305472380096671406	63455	76535	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	43	30000	29700	2	2	1906399444813610112	252134201865874816	155380	153255	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	53	30600	30300	2	2	1906399448387965224	252134201865874816	158725	131950	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	67	30900	30600	2	2	4040267411315025052	2326387048205678464	284770	190410	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	68	30300	30000	2	2	4040267411315025052	4902031997436851168	233415	225410	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	68	30900	30600	2	2	4040267411315025052	4902031997436851168	239860	236125	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	83	30300	30000	2	2	252134203653052372	5157666497883589532	111665	109815	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	91	31200	30900	2	2	7305472381883848962	7305472380096671406	77220	79240	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	96	30600	30300	2	2	3652743722546626088	-1310052009870934912	286730	184180	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	231	97	29100	28800	2	2	4040267413102202608	-1310052009870934912	229005	169815	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	897	0	30300	30000	3	3	701043680312423648	701043674950890980	215085	182695	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref
mysql	897	1	30300	30000	3	3	5459625528133052328	7080145248676199764	124525	100665	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref
mysql	897	14	30300	30000	2	2	789000361819400744	401476665902291556	216430	165350	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	897	19	30300	30000	2	2	4040267411315025052	4902031997436851168	221915	222260	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	897	20	30000	29700	2	2	252134201865874816	1906399448387965224	214280	188025	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	897	31	29100	28800	2	2	789000358245045632	-1310052009870934912	161380	149775	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	897	38	30300	30000	2	2	1906399448387965224	252134201865874816	218790	200690	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	897	81	30300	30000	2	2	4040267411315025052	2326387048205678464	247025	245670	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	897	92	30600	30300	2	2	1906399448387965224	1906399444813610112	184860	185275	ALL:Full Table Scan with Join,ALL:Full Table Scan	ALL:Full Table Scan with Join,ALL:Full Table Scan
mysql	897	99	29100	28800	3	3	8291052553049041520	-5930660997695036956	139235	76575	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref	ALL:Full Table Scan with Join,ALL:Full Table Scan,eq_ref
db2	229	3	1540000	1530000	4	4	-3432427333900171296	-3686099647500392224	1005	980	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	3	1590000	1580000	4	4	5360276885798122976	-3432427333900171296	1030	1020	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	6	610000	600000	8	5	2615772337687989472	-7854286019494468768	1165	1280	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	7	1300000	1290000	4	4	-8937577335833337888	-8937577335833337888	1560	1560	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	7	1350000	1340000	4	4	-3609564190594101536	-8937577335833337888	1580	1575	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	7	1390000	1380000	4	4	-8937577335833337888	-3609564190594101536	1590	1590	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	7	1550000	1540000	4	4	-8937577335833337888	-3609564190594101536	1660	1670	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	7	1600000	1590000	4	4	-8937577335833337888	-3609564190594101536	1695	1680	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	7	1730000	1720000	4	4	-3609564190594101536	-3609564190594101536	1730	1730	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	7	1810000	1800000	4	4	-3609564190594101536	-8937577335833337888	1765	1760	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	9	470000	460000	5	5	-6027398650758265504	6343049675761481056	450	430	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	11	360000	350000	3	3	2196613237474372000	-7298352017460428928	170	70	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	13	1570000	1560000	3	3	-8199207782054933984	-2231355236205100192	450	450	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	14	30000	20000	3	3	5450978833504817376	4804702118846583584	130	130	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	14	260000	250000	3	3	4804702118846583584	4804702118846583584	80	80	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	14	280000	270000	3	3	4804702118846583584	5450978833504817376	90	110	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	14	300000	290000	3	3	4804702118846583584	5450978833504817376	100	115	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	15	190000	180000	3	3	-2606508093910334816	8269501330624139104	95	85	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	15	320000	310000	3	3	8269501330624139104	-2606508093910334816	145	130	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	17	360000	350000	3	3	-7612174267364149664	-5963280441220146208	420	445	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	17	480000	470000	3	3	5773573188068243264	-7612174267364149664	440	505	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	18	730000	720000	3	3	-795230860440306592	5612188923814281056	480	570	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	18	950000	940000	3	3	-7435514676055586240	-795230860440306592	510	660	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	21	360000	350000	4	4	-7315638693443466784	-2615454923237948576	280	300	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	23	1250000	1240000	5	5	3885867584513588832	8483847345039998304	2080	2060	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	23	1320000	1310000	5	5	3885867584513588832	8483847345039998304	2075	2080	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	23	1340000	1330000	5	5	8483847345039998304	8483847345039998304	2070	2080	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	23	1350000	1340000	5	5	3885867584513588832	8483847345039998304	2085	2070	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	27	890000	880000	8	8	-7831070802599850784	1733096958832463072	1110	1200	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	229	27	1420000	1410000	8	8	1733096958832463072	1733096958832463072	1720	1715	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	229	29	1340000	1330000	5	8	-1737318557098691232	6987833950744251616	2420	1775	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	229	29	1770000	1760000	5	8	-1737318557098691232	6987833950744251616	4085	2705	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,HSJOIN,MSJOIN,RETURN,SORT,TBSCAN
db2	229	33	1760000	1750000	3	3	1398610368059754464	-958870881494107552	730	515	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	36	360000	350000	3	3	-5306042830535064608	-2472774988518674592	525	510	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	37	360000	350000	3	3	8392401292861104320	6063474002125735680	390	470	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	39	30000	20000	3	3	-6626223545961441696	8515245752388713696	20	10	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	39	120000	110000	3	3	8515245752388713696	8515245752388713696	75	70	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	39	170000	160000	3	3	-6626223545961441696	8515245752388713696	110	110	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	43	1000000	990000	4	4	6005988664641924064	5687550346513536096	1010	940	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	44	950000	940000	5	5	-4026634461117954720	62355100723477856	1010	1275	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	44	1070000	1060000	5	5	9069703282756985184	7753461483159892320	1270	1045	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	44	1210000	1200000	5	5	7753461483159892320	9069703282756985184	1175	1350	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	44	1420000	1410000	5	5	9069703282756985184	7753461483159892320	1530	1340	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	44	1470000	1460000	5	5	9069703282756985184	9069703282756985184	1570	1560	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	44	1500000	1490000	5	5	7753461483159892320	9069703282756985184	1390	1590	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	44	1520000	1510000	5	5	7753461483159892320	9069703282756985184	1400	1590	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	44	1660000	1650000	5	5	9069703282756985184	7753461483159892320	1710	1500	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	44	1670000	1660000	5	5	7753461483159892320	9069703282756985184	1520	1710	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	44	1920000	1910000	5	5	7753461483159892320	7753461483159892320	1735	1690	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	46	1000000	990000	4	4	-7400688721185526560	4725990889184966112	1180	1195	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	47	80000	70000	4	4	-5954687499889992480	1384730800296853216	330	280	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	47	610000	600000	4	4	1845739948913734624	-7554627591497301792	910	890	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	47	890000	880000	4	4	-7133726306497657888	2011569119063124448	1020	1025	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	47	920000	910000	4	4	2011569119063124448	-7133726306497657888	1050	1050	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	47	1070000	1060000	4	4	3516994567975344352	-354085108324635424	1160	1150	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	47	1130000	1120000	4	4	-354085108324635424	3516994567975344352	1210	1200	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	47	1170000	1160000	4	4	-354085108324635424	3516994567975344352	1240	1230	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	47	1480000	1470000	4	4	3516994567975344352	-354085108324635424	1500	1500	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	47	1550000	1540000	4	4	3516994567975344352	-354085108324635424	1545	1545	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	48	340000	330000	5	5	4699229740087689056	4699229740087689056	445	445	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	48	390000	380000	5	5	4699229740087689056	6648971291675308384	500	490	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	48	940000	930000	5	5	3877444752386954592	4699229740087689056	1205	1230	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	48	1000000	990000	5	5	3877444752386954592	3877444752386954592	1290	1280	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	53	360000	350000	3	3	-1752724316049113280	-7787718875461328672	340	230	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	53	1890000	1880000	3	3	-1752724316049113280	-6221436900308295008	340	620	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	53	1960000	1950000	3	3	-6221436900308295008	-1752724316049113280	630	340	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	65	230000	220000	5	5	4763803552871309152	-6677760485700701856	140	170	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	65	240000	230000	5	5	-6677760485700701856	4763803552871309152	190	140	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	65	700000	690000	5	5	4763803552871309152	-6677760485700701856	580	660	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	67	730000	720000	4	4	1766701958176098016	3801562976567597792	870	830	GRPBY,HSJOIN,RETURN,TBSCAN	GRPBY,HSJOIN,RETURN,TBSCAN
db2	229	69	80000	70000	5	5	1906665672327010656	6343049675761481056	40	40	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	69	110000	100000	5	5	6343049675761481056	1906665672327010656	70	60	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	73	180000	170000	3	3	8657242924986287904	-7012284352051826752	200	250	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	77	1000000	990000	3	3	-8442312406890698272	-8442312406890698272	750	750	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	78	870000	860000	3	3	1557005851105669856	3766770156083790816	720	460	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	81	1170000	1160000	5	5	6033831416937678688	2813602306079300448	1060	1250	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	81	1200000	1190000	5	5	6033831416937678688	2813602306079300448	1070	820	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	82	1680000	1670000	5	8	-6297914824107219616	-3924401041372181280	1710	835	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	FILTER,GRPBY,MSJOIN,RETURN,SORT,TBSCAN
db2	229	84	1300000	1290000	5	5	5454323360872512352	9044965179595065696	1930	1600	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	85	250000	240000	5	5	4763803552871309152	-6677760485700701856	140	120	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	88	300000	290000	5	5	3320165310887712096	-8987938816003514016	295	280	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	88	1000000	990000	5	5	8652506356422810976	-8627475208081102496	1365	1140	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	88	1460000	1450000	5	5	-2506876336650177184	1082534477862307168	1785	2030	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	88	1500000	1490000	5	5	1082534477862307168	-2506876336650177184	2130	1830	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	89	370000	360000	5	5	6343049675761481056	1906665672327010656	390	300	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	89	440000	430000	5	5	6343049675761481056	1906665672327010656	475	390	GRPBY,HSJOIN,RETURN,SORT,TBSCAN	GRPBY,HSJOIN,RETURN,SORT,TBSCAN
db2	229	93	490000	480000	3	3	-2355043508565871520	-312594166835873760	270	375	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	93	1010000	1000000	3	3	5867322952318936192	7992907937280643136	370	370	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	94	1190000	1180000	3	3	-1808039168913698208	2660673415345483520	690	360	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
db2	229	97	260000	250000	3	3	4871800436506727552	-2527643086882584032	260	330	HSJOIN,RETURN,TBSCAN	HSJOIN,RETURN,TBSCAN
pgsql	230	3	580000	570000	4	4	1623826227716941088	-7804913052145353984	1050	1065	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	3	1310000	1300000	4	4	-946559848440574464	-7804913052145353984	1560	1555	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	3	1710000	1700000	4	4	-9166294037828535040	-946559848440574464	1770	1820	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	3	1920000	1910000	4	4	-946559848440574464	-9166294037828535040	1975	1905	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	4	900000	890000	4	4	-1849090192817179268	1916797213549754236	1475	1415	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	4	980000	970000	4	4	-124588802348573316	-1849090192817179268	1600	1585	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	4	1650000	1640000	4	4	-124588802348573316	-1849090192817179268	2800	2825	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	4	1690000	1680000	4	4	-1849090192817179268	-124588802348573316	2940	2870	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	4	1740000	1730000	4	4	-1849090192817179268	-124588802348573316	3060	2985	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	4	1800000	1790000	4	4	-1849090192817179268	-124588802348573316	3195	3115	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	5	420000	410000	4	4	-2066393482809691072	-4435749119089356032	485	500	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	6	830000	820000	4	4	8267167579395955068	-4717351679702959748	2655	2630	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	6	930000	920000	4	4	-4717351679702959748	8267167579395955068	2775	2780	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	6	1070000	1060000	4	4	8267167579395955068	8267167579395955068	2995	2970	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	6	1140000	1130000	4	4	8267167579395955068	-4717351679702959748	3085	3057.5	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	6	1150000	1140000	4	4	-4717351679702959748	8267167579395955068	3115	3085	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	6	1650000	1640000	4	4	8267167579395955068	-4717351679702959748	3790	3830	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	7	60000	50000	4	4	2983069735176535104	1584741794892545792	780	770	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	7	960000	950000	4	4	9075117514676411136	1584741794892545792	2050	2250	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	9	50000	40000	4	4	241317653780616572	6354964101696355068	75	50	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	9	130000	120000	4	4	6354964101696355068	241317653780616572	210	190	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	9	420000	410000	4	4	-5023350475287993988	241317653780616572	720	720	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	9	1840000	1830000	4	4	-5023350475287993988	241317653780616572	8400	9175	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	11	830000	820000	4	4	3160042074072256000	-1036501846241345632	790	775	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	13	690000	680000	4	4	1623826227716941088	-946559848440574464	1285	1285	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	13	1680000	1670000	4	4	4526675609982996992	4303073447364147712	2145	2095	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	13	1760000	1750000	4	4	4526675609982996992	4303073447364147712	2210	2150	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	18	420000	410000	4	4	-7438781248047883200	2126842619936870144	895	905	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	18	850000	840000	4	4	-3219586541264946944	-5869935605489825536	1810	1785	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	18	1130000	1120000	4	4	-3219586541264946944	-3219586541264946944	2470	2435	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	19	100000	90000	4	4	-2357656479855920064	1861538226927016192	140	130	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	24	220000	210000	4	4	5059869588418938300	3866119346888958844	520	500	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	24	490000	480000	4	4	3866119346888958844	5059869588418938300	815	795	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	24	680000	670000	5	5	8018590827139105220	8018590827139105220	2595	2560	Merge Join,Seq Scan,Sort	Merge Join,Seq Scan,Sort
pgsql	230	24	690000	680000	5	5	7255987757141283460	8018590827139105220	1970	2595	Hash Join,Hash,Merge Join,Seq Scan,Sort	Merge Join,Seq Scan,Sort
pgsql	230	24	700000	690000	5	5	8018590827139105220	7255987757141283460	2645	1970	Merge Join,Seq Scan,Sort	Hash Join,Hash,Merge Join,Seq Scan,Sort
pgsql	230	24	1700000	1690000	5	5	8018590827139105220	8018590827139105220	5400	5360	Merge Join,Seq Scan,Sort	Merge Join,Seq Scan,Sort
pgsql	230	24	1890000	1880000	5	5	8018590827139105220	-6366324832564479004	5925	4605	Merge Join,Seq Scan,Sort	Hash Join,Hash,Merge Join,Seq Scan,Sort
pgsql	230	25	200000	190000	4	4	-4435749119089356032	-2066393482809691072	225	215	Hash Join,Hash,Seq Scan	Hash Join,Hash,Seq Scan
pgsql	230	27	180000	170000	4	4	7372783666928454012	7689625758542375292	835	800	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	27	620000	610000	4	4	-6165084751765210756	-7408096261289937028	1530	1370	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
pgsql	230	27	890000	880000	4	4	1545271067179118972	-4407683778812661380	2005	1990	Hash Join,Hash,Seq Scan,Sort	Hash Join,Hash,Seq Scan,Sort
