ITERNUM	U_TIME	S_TIME	PRTIME	METIME
1	256542	3	256545	256574
2	256538	6	256544	256574
3	256530	5	256535	256566
4	256540	6	256546	256574
5	256531	7	256538	256569
6	256536	8	256544	256575
7	256541	5	256546	256573
8	256535	5	256540	256568
9	256546	4	256550	256579
10	256540	1	256541	256571
11	256539	8	256547	256579
12	256535	6	256541	256573
13	256536	7	256543	256572
14	256543	5	256548	256580
15	256539	2	256541	256569
16	256538	7	256545	256573
17	256540	6	256546	256575
18	256546	3	256549	256580
19	256546	7	256553	256583
20	256535	5	256540	256568
21	256539	5	256544	256574
22	256535	6	256541	256571
23	256537	9	256546	256573
24	256535	5	256540	256570
25	256541	5	256546	256576
26	256535	11	256546	256577
27	256541	8	256549	256578
28	256539	9	256548	256578
29	256539	5	256544	256570
30	256540	4	256544	256575
31	256528	16	256544	256576
32	256543	6	256549	256578
33	256535	5	256540	256570
34	256539	6	256545	256576
35	256532	9	256541	256570
36	256545	6	256551	256582
37	256529	11	256540	256568
38	256539	7	256546	256574
39	256528	8	256536	256566
40	256544	13	256557	256585
41	256538	2	256540	256569
42	256541	4	256545	256573
43	256534	7	256541	256572
44	256539	11	256550	256580
45	256535	12	256547	256574
46	256543	5	256548	256578
47	256535	11	256546	256575
48	256534	9	256543	256574
49	256537	9	256546	256572
50	256542	8	256550	256580
51	256537	6	256543	256572
52	256544	2	256546	256573
53	256536	5	256541	256568
54	256543	6	256549	256580
55	256535	5	256540	256568
56	256537	7	256544	256574
57	256530	8	256538	256568
58	256542	6	256548	256577
59	256533	8	256541	256571
60	256540	8	256548	256576
61	256538	5	256543	256575
62	256538	7	256545	256574
63	256532	8	256540	256569
64	256543	10	256553	256584
65	256532	5	256537	256567
66	256540	8	256548	256578
67	256535	5	256540	256573
68	256541	5	256546	256574
69	256538	6	256544	256575
70	256535	8	256543	256574
71	256540	5	256545	256576
72	256537	4	256541	256569
73	256541	8	256549	256580
74	256536	7	256543	256570
75	256546	6	256552	256580
