ITERNUM	U_TIME	S_TIME	PRTIME	METIME
290	4103949	34	4103983	4103988
291	4103944	28	4103972	4103981
292	4103965	28	4103993	4103997
293	4103952	37	4103989	4104001
294	4103964	38	4104002	4104012
295	4103958	38	4103996	4104005
296	4103958	24	4103982	4103990
297	4103951	26	4103977	4103985
298	4103955	31	4103986	4103997
299	4103964	25	4103989	4103995
300	4103950	36	4103986	4103994
