ITERNUM	U_TIME	S_TIME	PRTIME	METIME
1	4103958	31	4103989	4103997
2	4103974	25	4103999	4104003
3	4103976	25	4104001	4104013
4	4103979	26	4104005	4104011
5	4103971	30	4104001	4104010
6	4103945	27	4103972	4103982
7	4103951	31	4103982	4103992
8	4103941	25	4103966	4103979
9	4103959	42	4104001	4104009
10	4103968	30	4103998	4104004
11	4103988	25	4104013	4104041
12	4103958	26	4103984	4103993
13	4103958	31	4103989	4103996
14	4103950	41	4103991	4104046
15	4103961	27	4103988	4103997
16	4103960	30	4103990	4104001
17	4103952	21	4103973	4103979
18	4103948	35	4103983	4103988
19	4103950	30	4103980	4103987
20	4103974	25	4103999	4104005
21	4103963	36	4103999	4104010
22	4103961	33	4103994	4104008
23	4103956	24	4103980	4103987
24	4103939	30	4103969	4103979
25	4103946	27	4103973	4103982
26	4103969	26	4103995	4104008
27	4103963	36	4103999	4104012
28	4103975	19	4103994	4104006
29	4103952	36	4103988	4103994
30	4103947	36	4103983	4103993
31	4103964	24	4103988	4103995
32	4103958	31	4103989	4104020
33	4103971	26	4103997	4104002
34	4103949	36	4103985	4103994
35	4103956	39	4103995	4104055
36	4103967	25	4103992	4103999
37	4103955	25	4103980	4103991
38	4103959	26	4103985	4103988
39	4103956	30	4103986	4103993
40	4103961	30	4103991	4103998
41	4103966	25	4103991	4103998
42	4103944	39	4103983	4103992
43	4103956	40	4103996	4104001
44	4103963	26	4103989	4103997
45	4103967	19	4103986	4103995
46	4103965	29	4103994	4104002
47	4103978	28	4104006	4104009
48	4103958	20	4103978	4103983
49	4103930	42	4103972	4103982
50	4103947	26	4103973	4103980
51	4103965	24	4103989	4104000
52	4103969	25	4103994	4104004
53	4103981	41	4104022	4104044
54	4103962	24	4103986	4103988
55	4103952	38	4103990	4103996
56	4103972	33	4104005	4104059
57	4103965	27	4103992	4104003
58	4103961	32	4103993	4103998
59	4103953	27	4103980	4103994
60	4103963	29	4103992	4104001
61	4103971	20	4103991	4103996
62	4103953	34	4103987	4103998
63	4103951	28	4103979	4103986
64	4103947	26	4103973	4103979
65	4103955	28	4103983	4103987
66	4103965	23	4103988	4103999
67	4103972	24	4103996	4104007
68	4103968	24	4103992	4104004
69	4103963	26	4103989	4103997
70	4103955	35	4103990	4103996
71	4103944	28	4103972	4103986
72	4103938	29	4103967	4103981
73	4103958	31	4103989	4103995
74	4103966	29	4103995	4104026
75	4103963	34	4103997	4104001
76	4103975	26	4104001	4104007
77	4103975	34	4104009	4104057
78	4103951	33	4103984	4103991
79	4103958	34	4103992	4103998
80	4103962	24	4103986	4103998
81	4103971	28	4103999	4104004
82	4103950	41	4103991	4103998
83	4103956	29	4103985	4103993
84	4103945	36	4103981	4103991
85	4103947	31	4103978	4103988
86	4103951	24	4103975	4103983
87	4103956	35	4103991	4103995
88	4103971	27	4103998	4104002
89	4103977	27	4104004	4104011
90	4103979	24	4104003	4104005
91	4103967	32	4103999	4104007
92	4103974	27	4104001	4104005
93	4103951	23	4103974	4103983
94	4103945	28	4103973	4103980
95	4103977	30	4104007	4104032
96	4103978	24	4104002	4104008
97	4103960	29	4103989	4103996
98	4103946	36	4103982	4104033
99	4103947	37	4103984	4103987
100	4103984	19	4104003	4104006
101	4103979	23	4104002	4104009
102	4103974	31	4104005	4104011
103	4103967	22	4103989	4104000
104	4103955	18	4103973	4103980
105	4103942	30	4103972	4103979
106	4103948	26	4103974	4103983
107	4103932	33	4103965	4103973
108	4103957	18	4103975	4103986
109	4103968	26	4103994	4104001
110	4103979	26	4104005	4104012
111	4103963	35	4103998	4104004
112	4103952	28	4103980	4103989
113	4103944	29	4103973	4103986
114	4103957	38	4103995	4104003
115	4103967	23	4103990	4104000
116	4103960	25	4103985	4104020
117	4103945	28	4103973	4103984
118	4103957	30	4103987	4103994
119	4103970	36	4104006	4104057
120	4103966	29	4103995	4104007
121	4103970	27	4103997	4104002
122	4103945	28	4103973	4103983
123	4103949	31	4103980	4103986
124	4103949	30	4103979	4103988
125	4103947	28	4103975	4103991
126	4103972	22	4103994	4104000
127	4103958	26	4103984	4103995
128	4103959	34	4103993	4104000
129	4103957	31	4103988	4103993
130	4103975	28	4104003	4104006
131	4103969	34	4104003	4104009
132	4103958	32	4103990	4103996
133	4103944	29	4103973	4103982
134	4103930	34	4103964	4103971
135	4103945	32	4103977	4103984
136	4103962	30	4103992	4103996
137	4103976	42	4104018	4104046
138	4103981	24	4104005	4104014
139	4103953	34	4103987	4103991
140	4103952	40	4103992	4104042
141	4103930	33	4103963	4103969
142	4103937	30	4103967	4103973
143	4103954	27	4103981	4103986
144	4103976	34	4104010	4104019
145	4103967	29	4103996	4104005
146	4103977	28	4104005	4104017
147	4103960	30	4103990	4103995
148	4103950	26	4103976	4103984
149	4103946	30	4103976	4103985
150	4103976	28	4104004	4104011
151	4103971	33	4104004	4104015
152	4103971	24	4103995	4104003
153	4103953	26	4103979	4103984
154	4103932	25	4103957	4103970
155	4103932	36	4103968	4103973
156	4103931	31	4103962	4103971
157	4103967	22	4103989	4103998
158	4103970	37	4104007	4104043
159	4103979	31	4104010	4104013
160	4103951	29	4103980	4103987
161	4103961	33	4103994	4104044
162	4103962	29	4103991	4104003
163	4103959	23	4103982	4103992
164	4103957	35	4103992	4104002
165	4103967	27	4103994	4103997
166	4103942	39	4103981	4103987
167	4103963	24	4103987	4103996
168	4103965	27	4103992	4104003
169	4103961	29	4103990	4103999
170	4103939	30	4103969	4103975
171	4103931	31	4103962	4103969
172	4103952	30	4103982	4103991
173	4103976	26	4104002	4104007
174	4103973	23	4103996	4104008
175	4103974	27	4104001	4104006
176	4103966	29	4103995	4104003
177	4103964	19	4103983	4103990
178	4103939	34	4103973	4103984
179	4103959	36	4103995	4104030
180	4103976	27	4104003	4104009
181	4103972	26	4103998	4104006
182	4103968	34	4104002	4104054
183	4103957	28	4103985	4103994
184	4103930	24	4103954	4103963
185	4103952	25	4103977	4103982
186	4103966	28	4103994	4104003
187	4103976	28	4104004	4104007
188	4103974	30	4104004	4104013
189	4103967	23	4103990	4103995
190	4103981	14	4103995	4104003
191	4103961	29	4103990	4104002
192	4103958	27	4103985	4103992
193	4103955	23	4103978	4103992
194	4103970	26	4103996	4104001
195	4103964	27	4103991	4103998
196	4103944	27	4103971	4103981
197	4103945	24	4103969	4103975
198	4103971	27	4103998	4104003
199	4103980	26	4104006	4104012
200	4103966	33	4103999	4104033
201	4103968	24	4103992	4103998
202	4103949	27	4103976	4103982
203	4103957	39	4103996	4104051
204	4103960	28	4103988	4103994
205	4103962	36	4103998	4104002
206	4103947	30	4103977	4103988
207	4103955	30	4103985	4103992
208	4103963	32	4103995	4104003
209	4103966	23	4103989	4103995
210	4103969	23	4103992	4104003
211	4103953	31	4103984	4103993
212	4103969	37	4104006	4104009
213	4103966	30	4103996	4104005
214	4103956	33	4103989	4104000
215	4103938	35	4103973	4103980
216	4103955	23	4103978	4103988
217	4103950	24	4103974	4103985
218	4103947	28	4103975	4103978
219	4103959	33	4103992	4104002
220	4103975	26	4104001	4104008
221	4103969	31	4104000	4104037
222	4103958	26	4103984	4104001
223	4103949	25	4103974	4103982
224	4103963	33	4103996	4104048
225	4103948	35	4103983	4103993
226	4103948	29	4103977	4103993
227	4103963	38	4104001	4104009
228	4103982	24	4104006	4104015
229	4103964	32	4103996	4104003
230	4103944	22	4103966	4103978
231	4103959	32	4103991	4103995
232	4103968	21	4103989	4103997
233	4103967	35	4104002	4104011
234	4103976	26	4104002	4104010
235	4103984	27	4104011	4104017
236	4103947	31	4103978	4103992
237	4103941	38	4103979	4103989
238	4103968	36	4104004	4104009
239	4103960	32	4103992	4104000
240	4103976	26	4104002	4104006
241	4103979	23	4104002	4104011
242	4103983	25	4104008	4104035
243	4103957	25	4103982	4103990
244	4103937	28	4103965	4103977
245	4103958	44	4104002	4104056
246	4103971	29	4104000	4104009
247	4103943	30	4103973	4103980
248	4103946	28	4103974	4103979
249	4103960	27	4103987	4103996
250	4103939	38	4103977	4103992
251	4103957	31	4103988	4104004
252	4103978	30	4104008	4104013
253	4103958	36	4103994	4104006
254	4103950	24	4103974	4103982
255	4103952	30	4103982	4103990
256	4103971	37	4104008	4104019
257	4103965	37	4104002	4104008
258	4103955	29	4103984	4103988
259	4103935	40	4103975	4103986
260	4103947	31	4103978	4103983
261	4103943	35	4103978	4103986
262	4103970	27	4103997	4104004
263	4103972	32	4104004	4104012
264	4103972	34	4104006	4104041
265	4103960	29	4103989	4103994
266	4103945	35	4103980	4104035
267	4103939	36	4103975	4103985
268	4103972	27	4103999	4104007
269	4103965	32	4103997	4104007
270	4103948	45	4103993	4104006
271	4103948	31	4103979	4103983
272	4103949	20	4103969	4103972
273	4103920	36	4103956	4103966
274	4103961	26	4103987	4103994
275	4103970	29	4103999	4104005
276	4103964	37	4104001	4104009
277	4103957	37	4103994	4104005
278	4103941	33	4103974	4103983
279	4103958	34	4103992	4104002
280	4103957	26	4103983	4103988
281	4103945	35	4103980	4103986
282	4103979	23	4104002	4104007
283	4103974	23	4103997	4104002
284	4103971	25	4103996	4104006
285	4103969	29	4103998	4104035
286	4103961	20	4103981	4103983
287	4103963	35	4103998	4104048
288	4103942	33	4103975	4103986
289	4103959	34	4103993	4104003
