ITERNUM	U_TIME	S_TIME	PRTIME	METIME
1	1003	0	1003	1003
2	1003	0	1003	1003
3	1003	0	1003	1003
4	999	0	999	999
5	1001	0	1001	1002
6	1004	0	1004	1005
7	1003	0	1003	1003
8	1002	0	1002	1003
9	1003	0	1003	1003
10	1002	0	1002	1003
11	1003	0	1003	1003
12	1002	0	1002	1003
13	1003	0	1003	1005
14	1003	0	1003	1003
15	1002	0	1002	1003
16	1003	0	1003	1002
17	1003	0	1003	1002
18	1002	0	1002	1002
19	998	0	998	999
20	1003	0	1003	1003
21	1003	0	1003	1003
22	1003	0	1003	1003
23	1003	0	1003	1003
24	1003	0	1003	1003
25	1003	0	1003	1003
26	1003	0	1003	1003
27	1003	0	1003	1003
28	1004	0	1004	1005
29	1002	0	1002	1003
30	1003	0	1003	1002
31	1002	0	1002	1003
32	1003	0	1003	1002
33	999	0	999	1000
34	1001	0	1001	1002
35	1003	0	1003	1003
36	1003	0	1003	1003
37	1002	1	1003	1003
38	1003	0	1003	1002
39	1002	0	1002	1003
40	1003	0	1003	1002
41	1003	0	1003	1003
42	1002	0	1002	1003
43	1004	0	1004	1004
44	1002	0	1002	1003
45	1003	0	1003	1002
46	1002	0	1002	1003
47	1002	0	1002	1003
48	998	1	999	998
49	1003	0	1003	1003
50	1003	0	1003	1005
51	1003	0	1003	1002
52	1003	0	1003	1003
53	1003	0	1003	1003
54	1002	1	1003	1003
55	1002	0	1002	1003
56	1003	0	1003	1003
57	1002	0	1002	1003
58	1003	0	1003	1002
59	1003	0	1003	1003
60	1003	0	1003	1003
61	1002	0	1002	1003
62	1000	0	1000	1000
63	1000	0	1000	1001
64	1003	0	1003	1002
65	1003	0	1003	1005
66	1003	0	1003	1003
67	1002	0	1002	1003
68	1003	0	1003	1003
69	1003	0	1003	1003
70	1003	0	1003	1003
71	1003	0	1003	1003
72	1003	0	1003	1002
73	1003	0	1003	1003
74	1002	0	1002	1003
75	1003	0	1003	1003
76	1002	1	1003	1002
77	999	0	999	999
78	1003	0	1003	1003
79	1003	0	1003	1002
80	1003	0	1003	1005
81	1003	0	1003	1003
82	1003	0	1003	1003
83	1002	0	1002	1003
84	1002	0	1002	1003
85	1003	0	1003	1002
86	1003	0	1003	1003
87	1004	0	1004	1005
88	1003	0	1003	1002
89	1002	0	1002	1003
90	1002	0	1002	1003
91	999	0	999	999
92	1002	0	1002	1002
93	1003	0	1003	1003
94	1003	0	1003	1002
95	1002	0	1002	1003
96	1003	0	1003	1002
97	1002	0	1002	1003
98	1003	0	1003	1003
99	1002	0	1002	1003
