ITERNUM	U_TIME	S_TIME	PRTIME	METIME
1	8015	0	8015	8017
2	8021	0	8021	8022
3	8014	1	8015	8016
4	8019	1	8020	8021
5	8014	1	8015	8016
6	8019	2	8021	8022
7	8021	0	8021	8022
8	8016	0	8016	8017
9	8021	0	8021	8023
10	8013	1	8014	8014
11	8019	2	8021	8022
12	8015	0	8015	8017
13	8021	0	8021	8022
14	8016	0	8016	8017
15	8022	0	8022	8022
16	8018	2	8020	8020
17	8013	0	8013	8014
18	8020	0	8020	8023
19	8014	1	8015	8017
20	8021	0	8021	8022
21	8014	1	8015	8017
22	8019	0	8019	8020
23	8019	1	8020	8020
24	8016	0	8016	8017
25	8020	0	8020	8023
26	8014	1	8015	8017
27	8021	0	8021	8022
28	8014	1	8015	8016
29	8020	1	8021	8020
30	8015	1	8016	8017
31	8021	1	8022	8022
32	8021	0	8021	8022
33	8014	0	8014	8017
34	8021	0	8021	8022
35	8012	2	8014	8014
36	8019	2	8021	8022
37	8015	0	8015	8017
38	8021	0	8021	8022
39	8019	0	8019	8020
40	8018	0	8018	8019
41	8018	1	8019	8020
42	8014	0	8014	8015
43	8020	1	8021	8022
44	8015	0	8015	8016
45	8021	0	8021	8022
46	8014	1	8015	8016
47	8021	0	8021	8022
48	8020	0	8020	8020
49	8015	1	8016	8016
50	8019	2	8021	8022
51	8013	2	8015	8016
52	8021	0	8021	8023
53	8014	1	8015	8016
54	8020	0	8020	8021
55	8016	1	8017	8020
56	8019	1	8020	8020
57	8021	0	8021	8022
58	8015	0	8015	8016
59	8021	0	8021	8022
60	8015	0	8015	8014
61	8022	0	8022	8022
62	8014	1	8015	8016
63	8019	1	8020	8022
64	8020	1	8021	8022
65	8014	0	8014	8016
66	8019	0	8019	8020
67	8014	0	8014	8014
68	8020	1	8021	8022
69	8016	0	8016	8016
70	8021	1	8022	8022
71	8018	1	8019	8019
72	8017	3	8020	8021
73	8020	0	8020	8021
74	8014	1	8015	8017
75	8021	0	8021	8022
76	8014	0	8014	8016
77	8020	0	8020	8022
78	8013	1	8014	8016
79	8020	0	8020	8020
80	8021	0	8021	8022
81	8017	0	8017	8017
82	8021	0	8021	8022
83	8014	1	8015	8016
84	8020	0	8020	8022
85	8013	0	8013	8015
86	8019	1	8020	8022
87	8017	0	8017	8018
88	8020	1	8021	8022
89	8019	2	8021	8022
90	8015	0	8015	8017
91	8018	1	8019	8020
92	8013	0	8013	8015
93	8019	2	8021	8022
94	8014	1	8015	8017
95	8021	0	8021	8022
