ITERNUM	U_TIME	S_TIME	PRTIME	METIME
148	64131	0	64131	64138
149	64138	1	64139	64144
150	64134	1	64135	64143
151	64132	2	64134	64142
152	64133	5	64138	64144
153	64135	0	64135	64141
154	64135	2	64137	64144
155	64137	1	64138	64146
156	64131	1	64132	64139
157	64138	1	64139	64147
158	64132	5	64137	64144
159	64128	2	64130	64138
160	64138	0	64138	64147
161	64133	3	64136	64144
162	64129	2	64131	64140
163	64136	1	64137	64144
164	64138	0	64138	64145
165	64129	1	64130	64138
166	64138	1	64139	64146
167	64134	1	64135	64144
168	64130	1	64131	64137
169	64134	2	64136	64143
170	64134	2	64136	64144
171	64133	3	64136	64144
172	64138	1	64139	64145
173	64130	4	64134	64141
174	64136	2	64138	64143
175	64139	0	64139	64145
176	64129	1	64130	64139
177	64138	0	64138	64145
178	64135	2	64137	64143
179	64130	3	64133	64139
180	64138	1	64139	64145
181	64139	0	64139	64145
182	64131	1	64132	64139
183	64135	2	64137	64143
184	64139	2	64141	64149
185	64131	2	64133	64138
186	64134	4	64138	64147
187	64137	0	64137	64144
188	64129	3	64132	64137
189	64136	1	64137	64145
190	64135	3	64138	64143
191	64132	1	64133	64140
192	64138	2	64140	64148
193	64137	2	64139	64148
194	64132	1	64133	64139
195	64137	2	64139	64146
196	64135	1	64136	64142
197	64133	2	64135	64144
198	64135	2	64137	64144
199	64134	1	64135	64141
200	64137	2	64139	64146
201	64133	4	64137	64144
202	64130	1	64131	64140
203	64133	2	64135	64144
204	64134	2	64136	64146
205	64130	1	64131	64138
206	64138	1	64139	64146
207	64134	2	64136	64145
208	64130	0	64130	64138
209	64134	3	64137	64143
210	64135	1	64136	64144
211	64131	1	64132	64140
212	64137	2	64139	64146
213	64137	2	64139	64147
214	64129	2	64131	64138
215	64138	1	64139	64146
216	64135	1	64136	64143
217	64132	0	64132	64141
218	64137	0	64137	64144
219	64136	1	64137	64143
220	64132	1	64133	64140
221	64136	0	64136	64143
222	64132	2	64134	64142
223	64135	1	64136	64143
224	64138	0	64138	64146
225	64130	2	64132	64137
226	64140	2	64142	64148
227	64135	2	64137	64144
228	64132	1	64133	64140
229	64135	2	64137	64143
230	64135	0	64135	64145
231	64127	5	64132	64140
232	64137	1	64138	64144
233	64137	2	64139	64145
234	64131	2	64133	64138
235	64136	1	64137	64146
236	64135	2	64137	64144
237	64133	1	64134	64141
238	64136	2	64138	64144
239	64132	0	64132	64138
240	64137	1	64138	64144
241	64133	4	64137	64144
242	64130	3	64133	64141
243	64138	0	64138	64144
244	64136	2	64138	64146
245	64129	1	64130	64138
246	64138	1	64139	64147
247	64136	0	64136	64143
248	64130	1	64131	64139
249	64135	1	64136	64143
250	64132	1	64133	64141
251	64134	4	64138	64146
252	64137	0	64137	64144
253	64133	0	64133	64139
254	64136	3	64139	64146
255	64137	1	64138	64146
256	64127	2	64129	64138
257	64133	4	64137	64146
258	64134	2	64136	64143
259	64133	2	64135	64144
260	64136	1	64137	64144
261	64129	3	64132	64139
262	64137	2	64139	64147
263	64135	1	64136	64144
264	64130	2	64132	64140
265	64133	3	64136	64144
266	64135	1	64136	64144
267	64133	1	64134	64141
268	64137	4	64141	64147
269	64131	1	64132	64139
270	64137	0	64137	64144
271	64131	2	64133	64139
272	64137	1	64138	64144
273	64135	1	64136	64146
274	64131	1	64132	64138
275	64136	2	64138	64146
276	64131	1	64132	64139
277	64137	3	64140	64146
278	64133	4	64137	64144
279	64133	1	64134	64141
280	64135	2	64137	64145
281	64132	1	64133	64140
282	64138	1	64139	64145
283	64135	1	64136	64144
284	64132	1	64133	64140
285	64134	2	64136	64143
286	64136	1	64137	64144
287	64134	1	64135	64141
288	64137	2	64139	64146
289	64129	2	64131	64137
290	64134	2	64136	64143
291	64136	1	64137	64144
292	64131	1	64132	64140
293	64136	2	64138	64147
294	64130	3	64133	64139
295	64138	1	64139	64146
296	64135	3	64138	64145
297	64135	1	64136	64142
298	64135	2	64137	64144
299	64131	1	64132	64139
300	64137	1	64138	64145
301	64131	0	64131	64139
302	64139	1	64140	64146
303	64131	1	64132	64139
304	64137	0	64137	64147
305	64136	1	64137	64145
306	64133	1	64134	64141
307	64137	1	64138	64144
308	64129	2	64131	64140
309	64137	1	64138	64145
310	64131	2	64133	64140
311	64134	4	64138	64145
312	64132	0	64132	64140
313	64137	1	64138	64146
314	64136	1	64137	64143
315	64130	1	64131	64141
316	64136	1	64137	64144
317	64134	0	64134	64141
318	64137	1	64138	64144
319	64130	3	64133	64140
320	64136	1	64137	64145
321	64130	1	64131	64139
322	64137	2	64139	64146
323	64128	3	64131	64138
324	64133	3	64136	64147
325	64138	0	64138	64143
326	64133	1	64134	64141
327	64138	0	64138	64144
328	64129	3	64132	64141
329	64136	2	64138	64144
330	64131	1	64132	64140
331	64136	2	64138	64144
332	64132	1	64133	64139
333	64135	3	64138	64145
334	64129	3	64132	64138
335	64137	1	64138	64146
336	64132	2	64134	64141
337	64135	3	64138	64144
338	64138	1	64139	64147
339	64132	1	64133	64140
340	64134	2	64136	64144
341	64128	3	64131	64138
342	64137	0	64137	64145
343	64129	1	64130	64138
344	64139	0	64139	64147
345	64131	1	64132	64140
346	64136	1	64137	64146
347	64134	0	64134	64141
348	64137	0	64137	64145
349	64137	1	64138	64144
350	64131	0	64131	64139
351	64137	0	64137	64145
352	64130	2	64132	64139
353	64138	0	64138	64146
354	64130	2	64132	64138
355	64140	0	64140	64146
356	64130	1	64131	64139
357	64136	1	64137	64146
358	64136	0	64136	64145
359	64130	3	64133	64140
360	64134	2	64136	64145
361	64128	3	64131	64139
362	64136	2	64138	64144
363	64131	1	64132	64138
364	64138	2	64140	64147
365	64130	2	64132	64138
366	64135	3	64138	64147
367	64135	2	64137	64143
368	64136	1	64137	64146
369	64130	2	64132	64139
370	64138	1	64139	64147
371	64130	2	64132	64138
372	64135	3	64138	64145
373	64134	1	64135	64141
374	64137	1	64138	64144
375	64136	1	64137	64146
376	64131	3	64134	64141
377	64137	2	64139	64146
378	64131	1	64132	64139
379	64134	4	64138	64145
380	64130	3	64133	64141
381	64137	2	64139	64147
382	64130	2	64132	64138
383	64137	1	64138	64144
384	64133	4	64137	64145
385	64132	2	64134	64141
386	64135	2	64137	64147
387	64130	2	64132	64139
388	64134	2	64136	64146
389	64131	2	64133	64139
390	64138	0	64138	64145
391	64131	1	64132	64139
392	64136	2	64138	64145
393	64133	5	64138	64144
394	64127	7	64134	64142
395	64138	0	64138	64147
396	64129	2	64131	64138
397	64136	3	64139	64146
398	64131	1	64132	64139
399	64137	1	64138	64146
400	64135	1	64136	64143
401	64133	2	64135	64144
402	64136	1	64137	64144
403	64129	1	64130	64139
404	64136	1	64137	64146
405	64131	1	64132	64139
406	64138	1	64139	64145
407	64130	2	64132	64138
408	64139	0	64139	64146
409	64136	1	64137	64144
410	64132	0	64132	64140
411	64136	0	64136	64143
412	64131	2	64133	64138
413	64136	1	64137	64144
414	64137	1	64138	64145
415	64131	1	64132	64140
416	64137	1	64138	64144
417	64130	1	64131	64141
418	64138	0	64138	64144
419	64131	2	64133	64141
420	64136	2	64138	64144
421	64137	2	64139	64146
422	64128	3	64131	64137
423	64135	1	64136	64143
424	64130	1	64131	64141
425	64136	1	64137	64144
426	64138	1	64139	64147
427	64130	1	64131	64138
428	64138	1	64139	64147
429	64129	2	64131	64137
430	64137	1	64138	64146
431	64132	0	64132	64140
432	64136	1	64137	64143
433	64138	1	64139	64145
434	64129	1	64130	64137
435	64138	0	64138	64147
436	64130	2	64132	64138
437	64137	1	64138	64147
438	64136	2	64138	64145
439	64131	2	64133	64140
440	64137	0	64137	64144
441	64130	2	64132	64140
442	64136	0	64136	64144
443	64136	1	64137	64143
444	64130	3	64133	64140
445	64137	1	64138	64144
446	64138	0	64138	64146
447	64130	1	64131	64137
448	64136	2	64138	64145
449	64135	3	64138	64145
450	64132	1	64133	64139
451	64135	2	64137	64144
452	64136	2	64138	64144
453	64130	1	64131	64138
454	64135	0	64135	64144
455	64137	2	64139	64145
456	64131	2	64133	64140
457	64137	1	64138	64146
458	64135	2	64137	64143
459	64131	2	64133	64140
460	64134	2	64136	64143
461	64136	1	64137	64145
462	64128	2	64130	64138
463	64137	1	64138	64144
464	64135	1	64136	64144
465	64130	1	64131	64138
466	64133	3	64136	64145
467	64136	1	64137	64145
468	64129	2	64131	64140
469	64137	1	64138	64144
470	64136	2	64138	64146
471	64130	1	64131	64138
472	64139	0	64139	64146
473	64135	2	64137	64143
474	64129	3	64132	64137
475	64137	1	64138	64147
476	64137	1	64138	64145
477	64130	1	64131	64141
478	64133	4	64137	64145
479	64138	1	64139	64146
480	64130	0	64130	64138
481	64137	1	64138	64146
482	64138	0	64138	64145
483	64129	2	64131	64138
484	64133	3	64136	64144
485	64134	3	64137	64144
486	64133	0	64133	64140
487	64136	1	64137	64144
488	64139	0	64139	64146
489	64129	2	64131	64137
490	64138	0	64138	64146
491	64136	1	64137	64144
492	64132	0	64132	64141
493	64136	0	64136	64144
494	64134	0	64134	64144
495	64138	0	64138	64146
496	64132	0	64132	64137
497	64136	2	64138	64145
498	64137	2	64139	64144
499	64132	0	64132	64139
500	64136	0	64136	64144
501	64136	2	64138	64146
502	64129	2	64131	64137
503	64137	2	64139	64145
504	64136	1	64137	64143
505	64135	1	64136	64143
506	64132	1	64133	64140
507	64136	1	64137	64144
508	64136	2	64138	64145
509	64127	4	64131	64137
510	64137	0	64137	64146
511	64134	2	64136	64144
512	64137	0	64137	64145
513	64129	1	64130	64138
514	64135	0	64135	64144
515	64133	4	64137	64143
516	64131	0	64131	64137
517	64133	4	64137	64145
518	64136	1	64137	64143
519	64128	5	64133	64144
520	64135	2	64137	64144
521	64133	5	64138	64146
522	64135	1	64136	64143
523	64129	3	64132	64140
524	64137	1	64138	64143
525	64136	1	64137	64145
526	64130	1	64131	64139
527	64137	0	64137	64143
528	64136	2	64138	64147
529	64130	1	64131	64138
530	64135	4	64139	64146
531	64138	0	64138	64145
532	64129	3	64132	64139
533	64137	1	64138	64146
534	64136	1	64137	64145
535	64132	1	64133	64140
536	64133	2	64135	64142
537	64136	1	64137	64144
538	64133	2	64135	64143
539	64134	1	64135	64143
540	64129	3	64132	64141
541	64136	1	64137	64145
542	64132	3	64135	64144
543	64134	1	64135	64143
544	64134	2	64136	64141
545	64133	4	64137	64143
546	64135	1	64136	64143
547	64130	2	64132	64139
548	64137	2	64139	64145
549	64134	2	64136	64142
550	64135	3	64138	64146
551	64130	1	64131	64137
552	64136	1	64137	64146
553	64134	3	64137	64143
554	64134	4	64138	64146
555	64128	1	64129	64137
556	64136	2	64138	64144
557	64136	3	64139	64146
558	64134	3	64137	64144
559	64130	2	64132	64139
560	64135	1	64136	64144
561	64139	1	64140	64146
562	64134	2	64136	64143
563	64131	2	64133	64141
564	64135	2	64137	64143
565	64135	1	64136	64144
566	64130	0	64130	64138
567	64135	2	64137	64144
568	64137	1	64138	64145
569	64137	1	64138	64144
570	64130	1	64131	64139
571	64135	1	64136	64144
572	64137	1	64138	64146
573	64133	2	64135	64143
574	64132	1	64133	64141
575	64135	2	64137	64144
576	64136	1	64137	64144
577	64132	0	64132	64140
578	64135	1	64136	64144
579	64135	3	64138	64146
580	64137	1	64138	64144
581	64131	1	64132	64140
582	64136	0	64136	64144
583	64137	1	64138	64146
584	64130	1	64131	64137
585	64137	1	64138	64145
586	64136	2	64138	64143
587	64133	3	64136	64143
588	64131	1	64132	64138
589	64135	1	64136	64143
590	64137	0	64137	64147
591	64134	2	64136	64144
592	64132	0	64132	64140
593	64135	1	64136	64143
594	64136	1	64137	64145
595	64129	2	64131	64137
596	64137	1	64138	64144
597	64136	1	64137	64143
598	64133	3	64136	64143
599	64129	4	64133	64139
600	64136	1	64137	64143
601	64136	2	64138	64145
602	64132	1	64133	64141
603	64138	2	64140	64147
604	64137	1	64138	64145
605	64138	1	64139	64146
606	64130	1	64131	64137
607	64136	1	64137	64144
608	64138	1	64139	64146
609	64135	1	64136	64142
610	64133	2	64135	64143
611	64135	1	64136	64144
612	64139	0	64139	64146
613	64130	0	64130	64138
614	64138	0	64138	64145
615	64136	1	64137	64145
616	64130	0	64130	64138
617	64136	0	64136	64145
618	64134	3	64137	64143
619	64132	2	64134	64141
620	64136	2	64138	64145
621	64138	2	64140	64147
622	64131	0	64131	64137
623	64137	2	64139	64146
624	64136	2	64138	64144
625	64134	0	64134	64140
626	64136	2	64138	64144
627	64135	1	64136	64144
628	64131	2	64133	64140
629	64136	0	64136	64144
630	64137	1	64138	64146
631	64132	4	64136	64142
632	64137	1	64138	64146
633	64130	2	64132	64138
634	64137	2	64139	64145
635	64136	2	64138	64145
636	64129	3	64132	64140
637	64137	1	64138	64145
638	64133	4	64137	64144
639	64130	4	64134	64140
640	64137	1	64138	64145
641	64133	3	64136	64143
642	64135	0	64135	64141
643	64138	1	64139	64147
644	64130	1	64131	64138
645	64134	5	64139	64147
646	64138	1	64139	64148
647	64128	2	64130	64138
648	64133	4	64137	64144
649	64135	2	64137	64144
650	64132	1	64133	64139
651	64136	2	64138	64144
652	64135	3	64138	64144
653	64133	1	64134	64142
654	64136	1	64137	64145
655	64132	0	64132	64138
656	64136	1	64137	64145
657	64134	4	64138	64143
658	64132	0	64132	64138
659	64136	1	64137	64146
660	64135	2	64137	64144
661	64131	2	64133	64140
662	64134	2	64136	64143
663	64134	2	64136	64144
664	64134	2	64136	64143
665	64136	4	64140	64147
666	64131	1	64132	64138
667	64138	0	64138	64144
668	64128	3	64131	64138
669	64134	3	64137	64145
670	64132	1	64133	64140
671	64135	3	64138	64145
672	64128	5	64133	64141
673	64137	1	64138	64144
674	64136	2	64138	64146
675	64129	1	64130	64139
676	64136	2	64138	64146
677	64131	1	64132	64138
678	64137	1	64138	64145
679	64130	1	64131	64140
680	64135	2	64137	64145
681	64135	2	64137	64144
682	64132	1	64133	64141
683	64140	0	64140	64147
684	64131	1	64132	64138
685	64139	0	64139	64147
686	64131	1	64132	64139
687	64138	2	64140	64146
688	64137	0	64137	64143
689	64135	0	64135	64142
690	64136	2	64138	64146
691	64130	2	64132	64138
692	64136	2	64138	64145
693	64128	2	64130	64139
694	64138	1	64139	64146
695	64131	2	64133	64140
696	64137	2	64139	64146
697	64133	3	64136	64144
698	64131	2	64133	64141
699	64137	2	64139	64146
700	64131	2	64133	64140
701	64139	1	64140	64146
702	64132	4	64136	64141
703	64137	1	64138	64146
704	64128	4	64132	64138
705	64139	1	64140	64146
706	64133	0	64133	64139
707	64137	1	64138	64145
708	64128	3	64131	64138
709	64134	5	64139	64147
710	64131	2	64133	64142
711	64138	2	64140	64146
712	64137	1	64138	64144
713	64133	1	64134	64141
714	64136	4	64140	64146
715	64130	1	64131	64138
716	64136	2	64138	64146
717	64131	1	64132	64139
718	64137	1	64138	64145
719	64129	1	64130	64140
720	64137	2	64139	64145
721	64129	3	64132	64140
722	64137	0	64137	64143
723	64138	0	64138	64145
724	64136	0	64136	64142
725	64137	2	64139	64146
726	64131	1	64132	64139
727	64138	1	64139	64147
728	64131	0	64131	64139
729	64136	2	64138	64144
730	64132	1	64133	64141
731	64136	2	64138	64145
732	64132	1	64133	64141
733	64136	2	64138	64143
734	64131	2	64133	64141
735	64137	2	64139	64144
736	64140	0	64140	64146
737	64133	0	64133	64139
738	64134	4	64138	64145
739	64130	0	64130	64137
740	64132	5	64137	64144
741	64130	2	64132	64140
742	64133	5	64138	64145
743	64129	2	64131	64140
744	64134	2	64136	64145
745	64136	1	64137	64144
746	64133	3	64136	64142
747	64135	3	64138	64147
748	64129	3	64132	64140
749	64137	1	64138	64144
750	64129	2	64131	64140
751	64138	0	64138	64145
752	64131	2	64133	64140
753	64134	4	64138	64145
754	64136	2	64138	64146
755	64129	3	64132	64138
756	64136	2	64138	64146
757	64131	1	64132	64139
758	64136	2	64138	64144
759	64128	5	64133	64138
760	64134	1	64135	64144
761	64138	1	64139	64145
762	64128	4	64132	64138
763	64139	0	64139	64146
764	64129	2	64131	64138
765	64136	1	64137	64145
766	64131	1	64132	64138
767	64137	2	64139	64147
768	64134	2	64136	64142
769	64133	2	64135	64141
770	64134	3	64137	64146
771	64131	1	64132	64138
772	64138	0	64138	64147
773	64129	2	64131	64138
774	64136	2	64138	64145
775	64135	2	64137	64143
776	64132	1	64133	64141
777	64136	1	64137	64143
778	64135	1	64136	64144
779	64137	0	64137	64142
780	64135	1	64136	64143
781	64131	0	64131	64141
782	64136	0	64136	64144
783	64136	1	64137	64145
784	64129	2	64131	64139
785	64135	3	64138	64147
786	64137	1	64138	64144
787	64135	0	64135	64141
788	64136	0	64136	64144
789	64129	3	64132	64139
790	64134	4	64138	64144
791	64137	1	64138	64144
792	64130	2	64132	64139
793	64135	2	64137	64144
794	64137	1	64138	64145
795	64129	2	64131	64139
796	64136	1	64137	64146
797	64136	2	64138	64143
798	64132	0	64132	64141
799	64136	1	64137	64144
800	64134	2	64136	64145
801	64129	3	64132	64139
802	64136	1	64137	64144
803	64132	2	64134	64142
804	64136	1	64137	64143
805	64139	0	64139	64147
806	64131	1	64132	64138
807	64135	2	64137	64146
808	64134	3	64137	64144
809	64129	4	64133	64140
810	64136	1	64137	64143
811	64136	2	64138	64145
812	64132	4	64136	64144
813	64135	2	64137	64144
814	64135	3	64138	64147
815	64133	1	64134	64141
816	64137	0	64137	64144
817	64135	0	64135	64143
818	64132	1	64133	64143
819	64135	2	64137	64143
820	64136	1	64137	64144
821	64130	1	64131	64140
822	64134	3	64137	64144
823	64136	1	64137	64147
824	64129	1	64130	64138
825	64137	1	64138	64146
826	64140	2	64142	64150
827	64132	0	64132	64141
828	64136	3	64139	64144
829	64134	3	64137	64146
830	64132	1	64133	64138
831	64136	2	64138	64144
832	64139	0	64139	64146
833	64128	2	64130	64137
834	64134	3	64137	64146
835	64135	1	64136	64143
836	64132	0	64132	64139
837	64135	2	64137	64143
838	64137	1	64138	64145
839	64124	4	64128	64137
840	64134	2	64136	64144
841	64133	3	64136	64147
842	64133	2	64135	64142
843	64134	1	64135	64143
844	64133	4	64137	64143
845	64139	0	64139	64146
846	64128	1	64129	64137
847	64136	2	64138	64146
848	64133	2	64135	64143
849	64133	1	64134	64143
850	64133	3	64136	64141
851	64133	4	64137	64143
852	64134	3	64137	64145
853	64128	3	64131	64138
854	64133	4	64137	64146
855	64135	2	64137	64144
856	64133	0	64133	64140
857	64138	3	64141	64148
858	64135	3	64138	64145
859	64136	0	64136	64143
860	64128	2	64130	64139
861	64135	1	64136	64143
862	64132	4	64136	64144
863	64131	0	64131	64140
864	64136	1	64137	64143
865	64136	1	64137	64145
866	64128	3	64131	64138
867	64137	1	64138	64146
868	64131	7	64138	64144
869	64137	0	64137	64145
870	64132	1	64133	64141
871	64136	1	64137	64143
872	64135	2	64137	64145
873	64130	1	64131	64137
874	64136	2	64138	64146
875	64134	2	64136	64143
876	64129	2	64131	64140
877	64135	1	64136	64143
878	64134	4	64138	64145
879	64137	1	64138	64144
880	64132	2	64134	64141
881	64137	0	64137	64143
882	64136	2	64138	64147
883	64131	1	64132	64139
884	64135	1	64136	64144
885	64138	1	64139	64146
886	64128	2	64130	64137
887	64134	3	64137	64147
888	64136	0	64136	64144
889	64129	2	64131	64140
890	64137	1	64138	64144
891	64136	2	64138	64144
892	64133	1	64134	64140
893	64135	2	64137	64144
894	64133	4	64137	64146
895	64133	2	64135	64142
896	64137	1	64138	64146
897	64134	3	64137	64143
898	64136	3	64139	64146
899	64131	0	64131	64137
900	64136	1	64137	64145
901	64138	1	64139	64144
902	64129	2	64131	64138
903	64139	0	64139	64145
904	64135	2	64137	64143
905	64130	2	64132	64139
906	64135	2	64137	64143
907	64137	1	64138	64146
908	64128	4	64132	64137
909	64138	2	64140	64146
910	64136	2	64138	64143
911	64129	1	64130	64138
912	64135	1	64136	64144
913	64136	2	64138	64144
914	64131	0	64131	64140
915	64137	0	64137	64143
916	64136	2	64138	64146
917	64128	2	64130	64138
918	64139	0	64139	64145
919	64135	1	64136	64144
920	64131	1	64132	64140
921	64138	0	64138	64144
922	64137	0	64137	64144
923	64131	1	64132	64141
924	64134	2	64136	64144
925	64136	2	64138	64149
926	64129	1	64130	64137
927	64138	1	64139	64145
928	64136	0	64136	64142
929	64134	1	64135	64142
930	64134	3	64137	64144
931	64128	3	64131	64139
932	64137	1	64138	64144
933	64135	1	64136	64143
934	64129	4	64133	64139
935	64138	1	64139	64144
936	64138	1	64139	64146
937	64127	3	64130	64137
938	64136	1	64137	64146
939	64138	1	64139	64144
940	64130	2	64132	64139
941	64138	0	64138	64145
942	64136	1	64137	64145
943	64130	1	64131	64140
944	64136	0	64136	64144
945	64136	1	64137	64145
946	64128	3	64131	64137
947	64137	1	64138	64146
948	64137	1	64138	64144
949	64130	2	64132	64139
950	64135	2	64137	64143
951	64130	1	64131	64140
952	64135	2	64137	64144
953	64135	2	64137	64143
954	64130	1	64131	64139
955	64134	2	64136	64143
956	64138	1	64139	64146
957	64130	0	64130	64139
958	64138	0	64138	64146
959	64136	0	64136	64143
960	64130	4	64134	64143
961	64135	1	64136	64143
962	64129	2	64131	64138
963	64137	2	64139	64146
964	64137	1	64138	64145
965	64130	2	64132	64140
966	64137	3	64140	64146
967	64137	2	64139	64146
968	64131	2	64133	64139
969	64136	2	64138	64146
970	64134	0	64134	64141
971	64136	2	64138	64146
972	64135	2	64137	64145
973	64131	1	64132	64138
974	64136	2	64138	64147
975	64136	2	64138	64144
976	64129	3	64132	64140
977	64135	2	64137	64144
978	64135	3	64138	64146
979	64130	1	64131	64139
980	64135	3	64138	64148
981	64135	1	64136	64142
982	64135	2	64137	64143
983	64136	3	64139	64145
984	64127	3	64130	64139
985	64138	1	64139	64147
986	64131	4	64135	64144
987	64132	1	64133	64139
988	64134	2	64136	64144
989	64133	0	64133	64140
990	64137	0	64137	64145
991	64137	1	64138	64147
992	64131	1	64132	64139
993	64135	2	64137	64144
994	64137	1	64138	64147
995	64129	2	64131	64139
996	64136	2	64138	64146
997	64129	2	64131	64138
998	64139	0	64139	64147
999	64135	2	64137	64144
1000	64131	1	64132	64140
