ITERNUM	U_TIME	S_TIME	PRTIME	METIME
1	4009	0	4009	4010
2	4004	1	4005	4004
3	4010	0	4010	4012
4	4010	0	4010	4009
5	4010	0	4010	4012
6	4009	0	4009	4010
7	4006	0	4006	4006
8	4009	1	4010	4009
9	4010	0	4010	4010
10	4011	0	4011	4011
11	4003	0	4003	4003
12	4011	0	4011	4011
13	4009	0	4009	4010
14	4011	0	4011	4011
15	4009	0	4009	4008
16	4006	0	4006	4006
17	4009	0	4009	4010
18	4010	0	4010	4009
19	4010	0	4010	4011
20	4004	0	4004	4003
21	4010	0	4010	4012
22	4010	0	4010	4009
23	4010	0	4010	4012
24	4007	0	4007	4007
25	4007	0	4007	4007
26	4010	0	4010	4012
27	4010	0	4010	4010
28	4011	0	4011	4011
29	4003	0	4003	4003
30	4011	0	4011	4011
31	4010	0	4010	4010
32	4010	0	4010	4009
33	4005	0	4005	4005
34	4009	0	4009	4010
35	4010	0	4010	4012
36	4010	0	4010	4010
37	4010	0	4010	4012
38	4004	0	4004	4003
39	4010	0	4010	4012
40	4010	0	4010	4009
41	4010	0	4010	4009
42	4004	0	4004	4006
43	4009	0	4009	4010
44	4011	0	4011	4012
45	4009	0	4009	4010
46	4011	0	4011	4011
47	4004	0	4004	4004
48	4010	0	4010	4010
49	4009	0	4009	4009
50	4010	0	4010	4009
51	4005	0	4005	4005
52	4010	0	4010	4009
53	4010	0	4010	4012
54	4010	0	4010	4010
55	4010	0	4010	4011
56	4005	1	4006	4006
57	4009	0	4009	4010
58	4011	0	4011	4011
59	4010	0	4010	4010
60	4005	0	4005	4005
61	4010	0	4010	4009
62	4011	0	4011	4011
63	4010	0	4010	4009
64	4007	0	4007	4009
65	4008	0	4008	4008
66	4010	0	4010	4009
67	4010	0	4010	4012
68	4009	0	4009	4010
69	4004	0	4004	4005
70	4009	0	4009	4009
71	4011	0	4011	4011
72	4009	0	4009	4010
73	4004	0	4004	4005
74	4011	0	4011	4012
75	4009	0	4009	4010
76	4011	0	4011	4011
77	4010	0	4010	4009
78	4005	0	4005	4006
79	4009	0	4009	4010
80	4009	0	4009	4010
81	4010	0	4010	4010
82	4004	0	4004	4004
83	4010	0	4010	4011
84	4010	0	4010	4010
85	4011	0	4011	4011
86	4010	0	4010	4009
87	4004	0	4004	4006
88	4010	0	4010	4010
89	4009	0	4009	4010
90	4011	0	4011	4011
91	4003	0	4003	4004
92	4011	0	4011	4012
93	4010	0	4010	4010
94	4010	0	4010	4012
95	4010	0	4010	4009
96	4005	0	4005	4004
97	4009	0	4009	4010
98	4010	0	4010	4009
99	4011	0	4011	4012
100	4004	0	4004	4003
101	4010	0	4010	4012
102	4009	0	4009	4010
103	4010	0	4010	4012
104	4009	0	4009	4008
105	4006	0	4006	4006
106	4011	0	4011	4011
107	4010	0	4010	4009
108	4010	0	4010	4012
109	4003	0	4003	4004
110	4011	0	4011	4011
111	4010	0	4010	4009
112	4009	0	4009	4010
113	4006	0	4006	4006
