ITERNUM	U_TIME	S_TIME	PRTIME	METIME
1	16033	1	16034	16036
2	16033	0	16033	16035
3	16033	0	16033	16037
4	16033	0	16033	16036
5	16033	1	16034	16034
6	16034	0	16034	16037
7	16031	2	16033	16036
8	16038	1	16039	16041
9	16033	0	16033	16037
10	16033	1	16034	16036
11	16032	0	16032	16034
12	16034	1	16035	16037
13	16033	0	16033	16034
14	16033	0	16033	16034
15	16034	0	16034	16037
16	16038	0	16038	16041
17	16033	0	16033	16036
18	16034	0	16034	16036
19	16032	0	16032	16035
20	16034	1	16035	16036
21	16034	1	16035	16036
22	16033	0	16033	16034
23	16031	2	16033	16037
24	16039	1	16040	16043
25	16032	1	16033	16034
26	16035	0	16035	16036
27	16033	0	16033	16035
28	16033	1	16034	16036
29	16034	0	16034	16036
30	16032	0	16032	16035
31	16034	0	16034	16038
32	16040	0	16040	16042
33	16032	1	16033	16035
34	16033	2	16035	16037
35	16033	1	16034	16037
36	16032	0	16032	16034
37	16033	1	16034	16036
38	16035	1	16036	16037
39	16035	0	16035	16037
40	16039	1	16040	16041
41	16033	1	16034	16034
42	16030	3	16033	16037
43	16034	0	16034	16037
44	16032	0	16032	16034
45	16034	0	16034	16036
46	16034	1	16035	16036
47	16035	2	16037	16038
48	16037	1	16038	16041
49	16034	0	16034	16037
50	16032	1	16033	16034
51	16034	0	16034	16036
52	16034	0	16034	16037
53	16032	2	16034	16034
54	16034	0	16034	16036
55	16037	1	16038	16039
56	16037	0	16037	16039
57	16033	1	16034	16036
58	16032	1	16033	16035
59	16034	0	16034	16037
60	16033	1	16034	16036
61	16034	0	16034	16034
62	16034	0	16034	16037
63	16039	0	16039	16043
64	16032	1	16033	16035
65	16034	0	16034	16036
66	16033	0	16033	16035
67	16034	0	16034	16034
68	16035	0	16035	16036
69	16033	1	16034	16034
70	16033	0	16033	16037
71	16039	0	16039	16042
72	16033	0	16033	16035
73	16033	1	16034	16036
74	16032	2	16034	16037
75	16033	0	16033	16035
76	16033	1	16034	16036
77	16033	0	16033	16037
78	16032	2	16034	16035
79	16040	0	16040	16042
80	16032	1	16033	16035
81	16033	1	16034	16036
82	16033	1	16034	16037
83	16033	0	16033	16034
84	16033	0	16033	16036
85	16035	0	16035	16036
86	16036	0	16036	16036
87	16038	1	16039	16042
88	16033	1	16034	16036
89	16033	0	16033	16035
90	16032	2	16034	16036
91	16034	0	16034	16036
92	16032	1	16033	16034
93	16034	1	16035	16036
94	16038	0	16038	16039
95	16038	0	16038	16039
96	16033	0	16033	16037
97	16032	0	16032	16034
98	16033	0	16033	16037
99	16035	0	16035	16036
100	16032	1	16033	16034
101	16034	0	16034	16036
102	16034	0	16034	16036
103	16038	1	16039	16040
104	16033	1	16034	16037
105	16034	0	16034	16037
106	16033	0	16033	16034
107	16034	1	16035	16036
108	16033	1	16034	16037
109	16030	3	16033	16034
110	16034	0	16034	16036
111	16038	0	16038	16040
112	16036	0	16036	16037
113	16034	1	16035	16036
114	16032	1	16033	16035
115	16033	1	16034	16037
116	16033	1	16034	16037
117	16033	0	16033	16034
118	16034	0	16034	16036
119	16037	1	16038	16039
120	16038	0	16038	16039
121	16032	1	16033	16036
122	16034	1	16035	16036
123	16032	1	16033	16034
124	16034	1	16035	16036
125	16034	0	16034	16037
126	16032	1	16033	16035
127	16032	1	16033	16037
128	16038	1	16039	16040
129	16033	0	16033	16037
130	16033	0	16033	16036
131	16033	0	16033	16034
132	16033	0	16033	16037
133	16035	0	16035	16036
134	16034	0	16034	16035
135	16033	1	16034	16036
136	16039	0	16039	16042
137	16031	1	16032	16035
138	16034	0	16034	16036
139	16032	1	16033	16034
140	16033	1	16034	16034
141	16034	0	16034	16036
142	16033	0	16033	16035
143	16032	1	16033	16036
144	16040	0	16040	16042
145	16033	0	16033	16034
146	16033	0	16033	16036
147	16034	1	16035	16036
148	16032	1	16033	16035
149	16033	1	16034	16037
150	16034	0	16034	16037
151	16033	0	16033	16035
152	16041	0	16041	16042
153	16033	0	16033	16034
154	16032	1	16033	16034
155	16034	0	16034	16036
156	16033	0	16033	16035
157	16033	1	16034	16038
158	16034	0	16034	16037
159	16033	1	16034	16034
160	16038	1	16039	16042
161	16034	0	16034	16037
162	16030	2	16032	16035
163	16035	0	16035	16036
164	16033	1	16034	16036
165	16032	1	16033	16034
166	16033	1	16034	16036
167	16033	0	16033	16034
168	16040	0	16040	16042
169	16035	0	16035	16037
170	16032	1	16033	16034
171	16034	1	16035	16036
172	16032	2	16034	16036
173	16031	1	16032	16034
174	16034	0	16034	16036
175	16034	0	16034	16036
176	16039	0	16039	16040
177	16035	1	16036	16038
178	16034	0	16034	16037
179	16033	0	16033	16034
180	16031	3	16034	16037
181	16033	0	16033	16034
182	16033	0	16033	16036
183	16033	1	16034	16037
184	16037	2	16039	16040
185	16035	0	16035	16038
186	16034	0	16034	16037
187	16032	0	16032	16034
188	16033	1	16034	16036
189	16034	0	16034	16036
190	16033	0	16033	16035
191	16034	1	16035	16036
192	16040	0	16040	16040
193	16035	0	16035	16036
194	16032	1	16033	16036
195	16032	0	16032	16035
196	16034	1	16035	16036
197	16031	3	16034	16037
198	16032	1	16033	16035
199	16032	2	16034	16036
200	16039	0	16039	16043
201	16032	2	16034	16035
202	16034	0	16034	16036
203	16033	1	16034	16037
204	16034	0	16034	16034
205	16032	2	16034	16036
206	16032	1	16033	16034
207	16032	1	16033	16035
208	16039	0	16039	16042
209	16033	0	16033	16035
210	16033	1	16034	16037
211	16033	1	16034	16036
212	16032	1	16033	16035
213	16033	0	16033	16037
214	16035	0	16035	16036
215	16033	0	16033	16034
216	16040	0	16040	16042
217	16033	2	16035	16036
218	16034	0	16034	16034
219	16032	2	16034	16036
220	16033	0	16033	16034
221	16033	1	16034	16036
222	16035	0	16035	16036
223	16033	1	16034	16034
224	16039	1	16040	16042
225	16032	2	16034	16036
226	16033	0	16033	16035
227	16034	1	16035	16036
228	16034	0	16034	16036
229	16031	2	16033	16034
230	16032	2	16034	16037
231	16034	1	16035	16036
232	16037	1	16038	16041
233	16033	1	16034	16036
234	16033	0	16033	16035
235	16033	1	16034	16037
236	16034	0	16034	16037
237	16031	2	16033	16034
238	16034	0	16034	16036
239	16035	1	16036	16038
240	16040	0	16040	16040
241	16033	0	16033	16036
242	16034	0	16034	16037
243	16032	1	16033	16034
244	16034	1	16035	16037
245	16033	0	16033	16034
246	16033	0	16033	16035
247	16034	2	16036	16039
248	16038	0	16038	16039
249	16033	1	16034	16036
250	16033	1	16034	16037
251	16033	1	16034	16034
252	16034	0	16034	16036
253	16034	0	16034	16037
254	16033	0	16033	16035
255	16037	1	16038	16041
256	16036	1	16037	16039
257	16032	2	16034	16034
258	16035	1	16036	16037
259	16033	0	16033	16034
260	16032	2	16034	16037
261	16033	0	16033	16036
262	16032	1	16033	16034
263	16039	1	16040	16041
264	16035	1	16036	16039
265	16032	1	16033	16035
266	16033	1	16034	16036
267	16033	0	16033	16036
268	16033	1	16034	16034
269	16033	1	16034	16037
270	16034	0	16034	16036
271	16039	1	16040	16040
272	16033	0	16033	16037
273	16031	2	16033	16034
274	16034	0	16034	16037
275	16034	0	16034	16036
276	16033	0	16033	16034
277	16033	1	16034	16037
278	16034	0	16034	16037
279	16038	0	16038	16041
280	16032	1	16033	16037
281	16034	1	16035	16036
