ALGRUNID	ITERNUM	U_TIME	S_TIME	PRTIME	ALL_U_TIME	ALL_S_TIME	ALL_MIN_FLT	ALL_MAJ_FLT	ALL_NIVCSW	ALL_NVCSW	ALL_CPU_COUNT	ALL_CPU_DELAY	ALL_BLKIO_COUNT	ALL_SWAPIN_COUNT	ALL_SWAPIN_DELAY	ALL_FREEPGS_COUNT	ALL_FREEPGS_DELAY	ALL_READ_BYTES	ALL_READ_CHAR	ALL_READ_SYSCALLS	ALL_WRITE_BYTES	ALL_WRITE_CHAR	ALL_WRITE_SYSCALLS
19340	1	104221	2	104223	192	20	1117	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	2	104222	2	104224	198	14	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	3	104222	1	104223	196	18	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	4	104217	1	104218	196	15	1117	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	5	104221	5	104226	194	18	1115	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	6	104214	6	104220	198	13	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	7	104223	1	104224	196	17	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	8	104220	0	104220	197	12	1119	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	9	104218	4	104222	194	20	1121	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	10	104218	2	104220	198	14	1117	0	0	0	0	0	0	0	0	0	0	0	11480	20	12288	0	0
19340	11	104227	1	104228	198	16	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	12	104219	2	104221	194	15	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	13	104222	4	104226	198	14	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	14	104224	2	104226	199	13	1115	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	15	104215	4	104219	198	14	1117	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	16	104223	2	104225	196	12	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	17	104216	1	104217	192	21	1121	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	18	104224	2	104226	196	14	1121	0	0	0	0	0	0	0	0	0	0	0	11480	20	32768	0	0
19340	19	104217	2	104219	190	20	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	20	104224	0	104224	198	13	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	21	104218	2	104220	192	18	1117	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	22	104222	2	104224	195	16	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	23	104218	2	104220	194	17	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	24	104222	3	104225	196	16	1117	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	25	104220	2	104222	198	11	1114	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	26	104225	0	104225	194	18	1121	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	27	104219	4	104223	192	20	1121	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	28	104212	5	104217	198	17	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	29	104222	4	104226	196	14	2235	0	0	0	0	0	0	0	0	0	0	0	22960	40	16384	0	0
19340	30	104216	3	104219	194	16	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	31	104225	1	104226	194	15	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	32	104217	1	104218	194	20	1114	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	33	104219	5	104224	195	15	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	34	104220	3	104223	196	15	1114	0	0	0	0	0	0	0	0	0	0	0	11480	23	53248	7	0
19340	35	104223	2	104225	192	19	1120	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	36	104221	0	104221	192	19	1121	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	37	104222	3	104225	195	17	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	38	104218	2	104220	194	18	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	39	104222	3	104225	196	14	1115	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	40	104215	4	104219	194	15	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	41	104222	2	104224	194	18	1113	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	42	104217	3	104220	200	12	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	43	104224	4	104228	194	18	1114	0	0	0	0	0	0	0	0	0	0	0	11480	20	12288	0	0
19340	44	104214	4	104218	195	15	1120	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	45	104224	3	104227	192	18	1120	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	46	104215	3	104218	198	14	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	47	104220	5	104225	198	14	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	48	104214	5	104219	196	14	1115	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	49	104224	0	104224	194	19	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	50	104215	3	104218	199	15	1113	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	51	104221	4	104225	192	18	1116	0	0	0	0	0	0	0	0	0	0	0	11480	23	12288	0	0
19340	52	104216	3	104219	196	15	1114	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	53	104223	4	104227	192	20	1119	0	0	0	0	0	0	0	0	0	0	0	11480	20	12288	0	0
19340	54	104217	4	104221	196	12	1119	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	55	104223	2	104225	196	16	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	56	104213	6	104219	192	19	1115	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	57	104227	0	104227	196	13	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	58	104215	2	104217	194	16	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	59	104219	5	104224	196	13	1115	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	60	104215	4	104219	196	16	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	61	104223	2	104225	196	13	1114	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	62	104217	2	104219	194	19	1120	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	63	104219	6	104225	196	15	1119	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	64	104218	2	104220	196	16	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	65	104222	4	104226	194	14	1117	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	66	104216	4	104220	196	16	1116	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	67	104225	2	104227	197	12	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	68	104219	4	104223	192	19	1114	0	0	0	0	0	0	0	0	0	0	0	11480	23	53248	7	0
19340	69	104220	4	104224	198	14	1115	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	70	104218	2	104220	194	16	1114	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
19340	71	104222	3	104225	198	13	1119	0	0	0	0	0	0	0	0	0	0	0	11480	23	16384	0	0
19340	72	104217	2	104219	198	14	1121	0	0	0	0	0	0	0	0	0	0	0	11480	20	16384	0	0
