DBMS	RUNID	QUERYNUM	LOW_CARD	HIGH_CARD	CURR_CARD	PLANID	OPNAME	OPORDER	COST
db2	269	8	10000	860000	10000	3320165310887712096	RETURN	0	11707
db2	269	8	10000	860000	20000	3320165310887712096	RETURN	0	12054
db2	269	8	10000	860000	30000	3320165310887712096	RETURN	0	12353
db2	269	8	10000	860000	40000	3320165310887712096	RETURN	0	12705
db2	269	8	10000	860000	50000	3320165310887712096	RETURN	0	13022
db2	269	8	10000	860000	60000	3320165310887712096	RETURN	0	13345
db2	269	8	10000	860000	70000	3320165310887712096	RETURN	0	13657
db2	269	8	10000	860000	80000	3320165310887712096	RETURN	0	13950
db2	269	8	10000	860000	90000	3320165310887712096	RETURN	0	14272
db2	269	8	10000	860000	100000	3320165310887712096	RETURN	0	14604
db2	269	8	10000	860000	110000	3320165310887712096	RETURN	0	14942
db2	269	8	10000	860000	120000	3320165310887712096	RETURN	0	15278
db2	269	8	10000	860000	130000	3320165310887712096	RETURN	0	15618
db2	269	8	10000	860000	140000	3320165310887712096	RETURN	0	16069
db2	269	8	10000	860000	150000	3320165310887712096	RETURN	0	16380
db2	269	8	10000	860000	160000	3320165310887712096	RETURN	0	16713
db2	269	8	10000	860000	170000	3320165310887712096	RETURN	0	17004
db2	269	8	10000	860000	180000	3320165310887712096	RETURN	0	17294
db2	269	8	10000	860000	190000	3320165310887712096	RETURN	0	17638
db2	269	8	10000	860000	200000	3320165310887712096	RETURN	0	17940
db2	269	8	10000	860000	210000	3320165310887712096	RETURN	0	18287
db2	269	8	10000	860000	220000	3320165310887712096	RETURN	0	18587
db2	269	8	10000	860000	230000	3320165310887712096	RETURN	0	18909
db2	269	8	10000	860000	240000	3320165310887712096	RETURN	0	19256
db2	269	8	10000	860000	250000	3320165310887712096	RETURN	0	19590
db2	269	8	10000	860000	260000	3320165310887712096	RETURN	0	19914
db2	269	8	10000	860000	270000	3320165310887712096	RETURN	0	20236
db2	269	8	10000	860000	280000	3320165310887712096	RETURN	0	20528
db2	269	8	10000	860000	290000	3320165310887712096	RETURN	0	20811
db2	269	8	10000	860000	300000	3320165310887712096	RETURN	0	21172
db2	269	8	10000	860000	310000	3320165310887712096	RETURN	0	21517
db2	269	8	10000	860000	320000	3320165310887712096	RETURN	0	21857
db2	269	8	10000	860000	330000	3320165310887712096	RETURN	0	22179
db2	269	8	10000	860000	340000	3320165310887712096	RETURN	0	22515
db2	269	8	10000	860000	350000	3320165310887712096	RETURN	0	22861
db2	269	8	10000	860000	360000	3320165310887712096	RETURN	0	23176
db2	269	8	10000	860000	370000	3320165310887712096	RETURN	0	23482
db2	269	8	10000	860000	380000	3320165310887712096	RETURN	0	23838
db2	269	8	10000	860000	390000	3320165310887712096	RETURN	0	24138
