"NUM"	"PRTIME"
260	2006
261	2004
262	2005
263	2006
264	2006
265	2003
266	2002
267	2005
268	2006
269	2004
270	2004
271	2005
272	2006
273	2004
274	2001
275	2005
276	2006
277	2005
278	2005
279	2005
280	2006
281	2005
282	2001
283	2005
284	2005
285	2004
286	2005
287	2004
288	2005
289	2006
290	1999
291	2005
292	2005
293	2006
294	2004
295	2005
296	2005
297	2006
298	1999
299	2005
300	2005
301	2006
302	2005
303	2005
304	2005
305	2005
306	1999
307	2005
308	2005
309	2005
310	2005
311	2005
312	2005
313	2005
314	1999
315	2005
316	2005
317	2005
318	2006
319	2005
320	2005
321	2004
322	2000
323	2005
324	2005
325	2005
326	2005
327	2005
328	2005
329	2005
330	2001
331	2005
332	2005
333	2005
334	2006
335	2005
336	2005
337	2005
338	2002
339	2004
340	2005
341	2005
342	2005
343	2004
344	2005
345	2005
346	2001
347	2005
348	2005
349	2005
350	2005
351	2006
352	2005
353	2005
354	2002
355	2004
356	2005
357	2005
358	2005
359	2006
360	2005
361	2005
362	2003
363	2003
364	2005
365	2005
366	2005
367	2005
368	2005
369	2005
370	2004
371	2002
372	2005
373	2005
374	2005
375	2005
376	2006
377	2005
378	2004
379	2000
380	2006
381	2005
382	2005
383	2005
384	2006
385	2005
386	2005
387	2000
388	2007
389	2005
390	2005
391	2005
392	2006
393	2005
394	2005
395	1999
396	2005
397	2005
398	2005
399	2005
400	2005
401	2005
402	2005
403	1999
404	2005
405	2006
406	2005
407	2005
408	2005
409	2006
410	2005
411	1999
412	2005
413	2005
414	2005
415	2005
416	2005
417	2006
418	2005
419	1999
420	2005
421	2006
422	2005
423	2005
424	2005
425	2006
426	2005
427	2000
428	2005
429	2005
430	2005
431	2005
432	2005
433	2005
434	2006
435	1999
436	2005
437	2005
438	2006
439	2005
440	2005
441	2005
442	2006
443	2001
444	2005
445	2005
446	2006
447	2005
448	2005
449	2005
450	2006
451	2001
452	2006
453	2005
454	2006
455	2005
456	2005
457	2005
458	2005
459	2001
460	2005
461	2005
462	2005
463	2006
464	2005
465	2005
466	2005
467	2003
468	2003
469	2005
470	2005
471	2006
472	2005
473	2005
474	2005
475	2003
476	2004
477	2005
478	2005
479	2006
480	2005
481	2005
482	2005
483	2003
484	2003
485	2005
486	2005
487	2005
488	2005
489	2005
490	2005
491	2003
492	2003
493	2005
494	2005
495	2005
496	2005
497	2005
498	2005
499	2004
500	2003
501	2005
502	2005
503	2005
504	2006
505	2005
506	2005
507	2004
508	2001
509	2005
510	2005
511	2004
512	2006
513	2005
514	2006
515	2005
516	2001
517	2005
518	2005
519	2005
520	2005
521	2006
522	2005
523	2005
524	2000
525	2006
526	2005
527	2005
528	2005
529	2006
530	2005
531	2005
532	1999
533	2006
534	2005
535	2005
536	2005
537	2006
538	2004
539	2005
540	2000
541	2006
542	2005
543	2005
544	2005
545	2005
546	2005
547	2005
548	1998
549	2005
550	2005
551	2005
552	2005
553	2005
554	2005
555	2005
556	2000
557	2005
558	2006
559	2005
560	2005
561	2005
562	2006
563	2005
564	1999
565	2005
566	2006
567	2005
568	2005
569	2004
570	2006
571	2005
572	2000
573	2006
574	2005
575	2005
576	2005
577	2005
578	2005
579	2005
580	2000
581	2005
582	2005
583	2006
584	2005
585	2005
586	2005
587	2006
588	1999
589	2005
590	2005
591	2006
592	2005
593	2005
594	2005
595	2006
596	2001
597	2004
598	2005
599	2006
600	2005
601	2005
602	2004
603	2006
604	2003
605	2003
606	2005
607	2005
608	2005
609	2005
610	2004
611	2005
612	2004
613	2003
614	2005
615	2005
616	2006
617	2005
618	2004
619	2005
620	2005
621	2002
622	2005
623	2005
624	2006
625	2004
626	2005
627	2005
628	2006
629	2001
630	2005
631	2005
632	2006
633	2005
634	2005
635	2005
636	2005
637	2000
638	2005
639	2005
640	2005
641	2005
642	2005
643	2005
644	2005
645	2000
646	2005
647	2005
648	2005
649	2007
650	2005
651	2005
652	2005
653	2000
654	2005
655	2005
656	2005
657	2006
658	2005
659	2005
660	2005
661	1999
662	2005
663	2005
664	2005
665	2005
666	2005
667	2005
668	2005
669	2000
670	2006
671	2005
672	2005
673	2005
674	2005
675	2005
676	2005
677	2000
678	2005
679	2005
680	2005
681	2005
682	2006
683	2005
684	2005
685	2001
686	2005
687	2005
688	2005
689	2005
690	2005
691	2005
692	2005
693	2002
694	2003
695	2006
696	2005
697	2005
698	2005
699	2005
700	2005
701	2004
702	2001
703	2006
704	2005
705	2005
706	2005
707	2006
708	2006
709	2005
710	2001
711	2005
712	2005
713	2004
714	2005
715	2006
716	2005
717	2004
718	2000
719	2005
720	2005
721	2004
722	2005
723	2005
724	2006
725	2005
726	1999
727	2005
728	2006
729	2005
730	2006
731	2005
732	2006
733	2005
734	1999
735	2005
736	2006
737	2004
738	2005
739	2005
740	2006
741	2005
742	1999
743	2005
744	2006
745	2005
746	2005
747	2005
748	2005
749	2005
750	1999
751	2005
752	2005
753	2006
754	2005
755	2005
756	2005
757	2006
758	1999
759	2005
760	2005
761	2006
762	2005
763	2005
764	2005
765	2005
766	2000
767	2005
768	2005
769	2006
770	2005
771	2005
772	2005
773	2006
774	2001
775	2005
776	2005
777	2005
778	2005
779	2005
780	2005
781	2005
782	2003
783	2004
784	2005
785	2005
786	2006
787	2005
788	2004
789	2005
790	2004
791	2002
792	2004
793	2005
794	2006
795	2005
796	2005
797	2005
798	2005
799	2003
800	2005
801	2005
802	2006
803	2005
804	2005
805	2005
806	2005
807	2001
808	2005
809	2005
810	2005
811	2006
812	2005
813	2005
814	2005
815	2002
816	2005
817	2005
818	2005
819	2006
820	2005
821	2005
822	2005
823	2001
824	2005
825	2005
826	2005
827	2006
828	2005
829	2005
830	2005
831	2000
832	2005
833	2005
834	2005
835	2005
836	2005
837	2005
838	2004
839	1999
840	2006
841	2005
842	2004
843	2005
844	2006
845	2005
846	2005
847	1999
848	2006
849	2005
850	2005
851	2005
852	2006
853	2005
854	2005
855	2000
856	2006
857	2004
858	2005
859	2005
860	2005
861	2005
862	2005
863	2001
864	2005
865	2006
866	2005
867	2005
868	2005
869	2006
870	2005
871	2002
872	2003
873	2006
874	2005
875	2005
876	2005
877	2006
878	2005
879	2003
880	2004
881	2005
882	2005
883	2005
884	2005
885	2006
886	2005
887	2003
888	2003
889	2005
890	2005
891	2005
892	2005
893	2004
894	2006
895	2004
896	2000
897	2005
898	2006
899	2005
900	2005
901	2005
902	2006
903	2005
904	2001
905	2005
906	2006
907	2005
908	2005
909	2005
910	2006
911	2005
912	1999
913	2005
914	2004
915	2005
916	2005
917	2005
918	2005
919	2006
920	1999
921	2005
922	2004
923	2006
924	2005
925	2005
926	2005
927	2006
928	1999
929	2006
930	2004
931	2006
932	2005
933	2004
934	2005
935	2006
936	1998
937	2005
938	2005
939	2007
940	2005
941	2005
942	2005
943	2005
944	2000
945	2005
946	2006
947	2005
948	2006
949	2005
950	2005
951	2005
952	2002
953	2004
954	2005
955	2005
956	2006
957	2005
958	2005
959	2005
960	2003
961	2003
962	2005
963	2005
964	2006
965	2005
966	2005
967	2005
968	2002
969	2004
970	2005
971	2005
972	2005
973	2006
974	2006
975	2005
976	2003
977	2004
978	2005
979	2005
980	2005
981	2005
982	2005
983	2005
984	2004
985	2002
986	2004
987	2005
988	2005
989	2006
990	2005
991	2005
992	2005
993	2002
994	2005
995	2005
996	2005
997	2005
998	2004
999	2005
1000	2005
1001	2006
1002	2005
1003	2005
1004	2006
1005	2006
1006	1999
1007	2005
1008	2005
1009	2006
1010	2005
1011	2004
1012	2005
1013	2005
1014	2000
1015	2005
1016	2005
1017	2005
1018	2005
1019	2005
1020	2005
1021	2005
1022	2000
1023	2005
1024	2005
1025	2005
1026	2006
1027	2006
1028	2005
1029	2004
1030	2001
1031	2005
1032	2005
1033	2005
1034	2006
1035	2005
1036	2005
1037	2005
1038	2003
1039	2005
1040	2005
1041	2005
1042	2006
1043	2005
1044	2005
1045	2004
1046	2001
1047	2005
1048	2005
1049	2005
1050	2005
1051	2006
1052	2005
1053	2003
1054	2003
1055	2006
1056	2005
1057	2005
1058	2005
1059	2006
1060	2005
1061	2003
1062	2003
1063	2006
1064	2005
1065	2005
1066	2005
1067	2006
1068	2005
1069	2003
1070	2003
1071	2006
1072	2005
1073	2005
1074	2005
1075	2005
1076	2005
1077	2003
1078	2004
1079	2005
1080	2006
1081	2005
1082	2005
1083	2005
1084	2006
1085	2002
1086	2004
1087	2005
1088	2006
1089	2005
1090	2005
1091	2005
1092	2006
1093	2002
1094	2004
1095	2005
1096	2005
1097	2005
1098	2005
1099	2005
1100	2006
1101	2001
1102	2005
1103	2005
1104	2006
1105	2005
1106	2005
1107	2005
1108	2005
1109	2000
1110	2005
1111	2005
1112	2005
1113	2005
1114	2005
1115	2005
1116	2006
1117	2002
1118	2005
1119	2005
1120	2005
1121	2006
1122	2005
1123	2005
1124	2005
1125	2001
1126	2005
1127	2005
1128	2006
1129	2006
1130	2005
1131	2005
1132	2005
1133	2000
1134	2005
1135	2005
1136	2005
1137	2005
1138	2005
1139	2005
1140	2005
1141	2000
1142	2006
1143	2005
1144	2004
1145	2005
1146	2006
1147	2005
1148	2005
1149	1999
1150	2006
1151	2005
1152	2006
1153	2005
1154	2006
1155	2005
1156	2005
1157	2000
1158	2006
1159	2004
1160	2005
1161	2005
1162	2006
1163	2005
1164	2006
1165	1999
1166	2005
1167	2005
1168	2005
1169	2005
1170	2005
1171	2006
1172	2005
1173	1999
1174	2005
1175	2006
1176	2005
1177	2005
1178	2004
1179	2006
1180	2005
1181	1999
1182	2005
1183	2006
1184	2005
1185	2005
1186	2005
1187	2006
1188	2005
1189	1999
1190	2005
1191	2005
1192	2005
1193	2005
1194	2005
1195	2005
1196	2005
1197	1999
1198	2005
1199	2005
1200	2006
1201	2005
1202	2005
1203	2005
1204	2006
1205	1999
1206	2005
1207	2005
1208	2006
1209	2005
1210	2005
1211	2005
1212	2006
1213	1999
1214	2005
1215	2005
1216	2006
1217	2005
1218	2005
1219	2005
1220	2006
1221	1999
1222	2005
1223	2005
1224	2005
1225	2005
1226	2005
1227	2005
1228	2005
1229	2000
1230	2005
1231	2005
1232	2005
1233	2006
1234	2005
1235	2005
1236	2005
1237	2001
1238	2005
1239	2005
1240	2005
1241	2006
1242	2005
1243	2006
1244	2005
1245	2003
1246	2005
1247	2005
1248	2005
1249	2006
1250	2005
1251	2005
1252	2004
1253	2003
1254	2005
1255	2005
1256	2005
1257	2006
1258	2005
1259	2005
1260	2004
1261	2002
1262	2005
1263	2005
1264	2005
1265	2005
1266	2006
1267	2005
1268	2002
1269	2004
1270	2006
1271	2005
1272	2005
1273	2005
1274	2006
1275	2005
1276	2002
1277	2004
1278	2006
1279	2005
1280	2005
1281	2005
1282	2006
1283	2005
1284	2002
1285	2004
1286	2006
1287	2005
1288	2005
1289	2005
1290	2006
1291	2005
1292	2001
1293	2005
1294	2005
1295	2005
1296	2005
1297	2005
1298	2005
1299	2005
1300	2000
1301	2005
1302	2005
1303	2006
1304	2005
1305	2005
1306	2005
1307	2006
1308	2000
1309	2005
1310	2005
1311	2006
1312	2005
1313	2005
1314	2005
1315	2006
1316	2000
1317	2005
1318	2004
1319	2006
1320	2005
1321	2005
1322	2005
1323	2006
1324	1999
1325	2005
1326	2005
1327	2005
1328	2005
1329	2005
1330	2005
1331	2005
1332	2000
1333	2005
1334	2005
1335	2005
1336	2006
1337	2005
1338	2005
1339	2005
1340	2000
1341	2005
1342	2005
1343	2005
1344	2006
1345	2005
1346	2005
1347	2005
1348	2000
1349	2005
1350	2005
1351	2005
1352	2006
1353	2004
1354	2005
1355	2005
1356	2000
1357	2005
1358	2005
1359	2005
1360	2005
1361	2005
1362	2005
1363	2005
1364	1999
1365	2006
1366	2005
1367	2005
1368	2005
1369	2006
1370	2005
1371	2005
1372	2001
1373	2006
1374	2005
1375	2005
1376	2005
1377	2006
1378	2005
1379	2005
1380	2000
1381	2006
1382	2005
1383	2005
1384	2005
1385	2006
1386	2005
1387	2005
1388	2001
1389	2006
1390	2005
1391	2005
1392	2005
1393	2005
1394	2005
1395	2004
1396	2002
1397	2005
1398	2006
1399	2005
1400	2005
1401	2005
1402	2006
1403	2004
1404	2003
1405	2005
1406	2006
1407	2005
1408	2005
1409	2005
1410	2006
1411	2003
1412	2002
1413	2005
1414	2006
1415	2005
1416	2005
1417	2005
1418	2006
1419	2002
1420	2004
1421	2005
1422	2005
1423	2005
1424	2005
1425	2005
1426	2005
1427	2002
1428	2004
1429	2005
1430	2005
1431	2006
1432	2005
1433	2005
1434	2005
1435	2001
1436	2004
1437	2005
1438	2005
1439	2006
1440	2005
1441	2005
1442	2005
1443	2000
1444	2005
1445	2005
1446	2005
1447	2005
1448	2005
1449	2005
1450	2005
1451	2001
1452	2005
1453	2005
1454	2005
1455	2006
1456	2005
1457	2005
1458	2005
1459	1999
1460	2005
1461	2004
1462	2005
1463	2005
1464	2006
1465	2005
1466	2005
1467	1999
1468	2006
1469	2005
1470	2005
1471	2005
1472	2005
1473	2005
1474	2004
1475	1999
1476	2006
1477	2005
1478	2005
1479	2005
1480	2005
1481	2005
1482	2005
1483	1999
1484	2006
1485	2005
1486	2005
1487	2004
1488	2005
1489	2006
1490	2006
1491	1999
1492	2005
1493	2005
1494	2005
1495	2005
1496	2005
1497	2006
1498	2005
1499	2000
1500	2005
1501	2006
1502	2005
1503	2005
1504	2005
1505	2006
1506	2004
1507	2000
1508	2005
1509	2006
1510	2005
1511	2005
1512	2005
1513	2006
1514	2005
1515	2000
1516	2005
1517	2006
1518	2005
1519	2005
1520	2005
1521	2005
1522	2005
1523	2001
1524	2005
1525	2005
1526	2005
1527	2004
1528	2005
1529	2005
1530	2005
1531	2001
1532	2005
1533	2005
1534	2006
1535	2005
1536	2005
1537	2005
1538	2005
1539	2002
1540	2005
1541	2005
1542	2006
1543	2005
1544	2005
1545	2005
1546	2004
1547	2003
1548	2005
1549	2005
1550	2006
1551	2005
1552	2005
1553	2005
1554	2004
1555	2003
1556	2005
1557	2005
1558	2005
1559	2005
1560	2005
1561	2005
1562	2002
1563	2005
1564	2005
1565	2005
1566	2005
1567	2006
1568	2005
1569	2005
1570	2000
1571	2006
1572	2005
1573	2005
1574	2005
1575	2006
1576	2005
1577	2005
1578	2000
1579	2006
1580	2005
1581	2005
1582	2005
1583	2006
1584	2005
1585	2005
1586	2000
1587	2006
1588	2005
1589	2005
1590	2005
1591	2004
1592	2005
1593	2005
1594	1999
1595	2005
1596	2005
1597	2005
1598	2005
1599	2005
1600	2006
1601	2005
1602	1999
1603	2005
1604	2006
1605	2005
1606	2006
1607	2005
1608	2006
1609	2005
1610	1999
1611	2005
1612	2006
1613	2005
1614	2005
1615	2005
1616	2006
1617	2005
1618	1999
1619	2005
1620	2006
1621	2005
1622	2005
1623	2005
1624	2005
1625	2005
1626	1999
1627	2005
1628	2005
1629	2005
1630	2005
1631	2004
1632	2005
1633	2006
1634	2000
1635	2005
1636	2005
1637	2007
1638	2006
1639	2005
1640	2005
1641	2006
1642	2000
1643	2005
1644	2005
1645	2006
1646	2005
1647	2005
1648	2005
1649	2006
1650	2001
1651	2005
1652	2005
1653	2006
1654	2005
1655	2005
1656	2005
1657	2005
1658	2002
1659	2005
1660	2005
1661	2005
1662	2005
1663	2005
1664	2005
1665	2003
1666	2003
1667	2005
1668	2005
1669	2005
1670	2006
1671	2005
1672	2005
1673	2003
1674	2004
1675	2005
1676	2005
1677	2005
1678	2006
1679	2005
1680	2005
1681	2003
1682	2004
1683	2005
1684	2005
1685	2005
1686	2006
1687	2005
1688	2005
1689	2002
1690	2006
1691	2005
1692	2005
1693	2004
1694	2005
1695	2005
1696	2005
1697	2000
1698	2005
1699	2005
1700	2005
1701	2005
1702	2005
1703	2006
1704	2005
1705	2000
1706	2005
1707	2006
1708	2005
1709	2005
1710	2005
1711	2006
1712	2005
1713	1999
1714	2005
1715	2006
1716	2005
1717	2005
1718	2005
1719	2006
1720	2005
1721	1999
1722	2005
1723	2006
1724	2005
1725	2005
1726	2005
1727	2005
1728	2005
1729	1999
1730	2005
1731	2005
1732	2005
1733	2004
1734	2005
1735	2006
1736	2006
1737	1999
1738	2005
1739	2004
1740	2006
1741	2005
1742	2005
1743	2005
1744	2006
1745	1999
1746	2005
1747	2005
1748	2006
1749	2005
1750	2005
1751	2005
1752	2007
1753	2000
1754	2005
1755	2005
1756	2006
1757	2005
1758	2005
1759	2005
1760	2006
1761	2002
1762	2005
1763	2005
1764	2005
1765	2005
1766	2005
1767	2005
1768	2004
1769	2003
1770	2004
1771	2005
1772	2005
1773	2006
1774	2005
1775	2005
1776	2004
1777	2003
1778	2005
1779	2005
1780	2005
1781	2006
1782	2005
1783	2005
1784	2003
1785	2004
1786	2005
1787	2005
1788	2005
1789	2006
1790	2005
1791	2005
1792	2002
1793	2005
1794	2005
1795	2005
1796	2005
1797	2005
1798	2005
1799	2005
1800	2002
1801	2005
1802	2006
1803	2006
1804	2005
1805	2005
1806	2006
1807	2005
1808	2001
1809	2005
1810	2006
1811	2005
1812	2005
1813	2006
1814	2006
1815	2005
1816	2000
1817	2005
1818	2006
1819	2005
1820	2005
1821	2005
1822	2006
1823	2005
1824	1999
1825	2006
1826	2006
1827	2005
1828	2005
1829	2005
1830	2005
1831	2005
1832	1999
1833	2005
1834	2005
1835	2005
1836	2005
1837	2005
1838	2005
1839	2006
1840	2000
1841	2005
1842	2005
1843	2006
1844	2006
1845	2005
1846	2005
1847	2006
1848	1999
1849	2005
1850	2005
1851	2005
1852	2004
1853	2005
1854	2005
1855	2006
1856	1999
1857	2005
1858	2005
1859	2006
1860	2005
1861	2005
1862	2005
1863	2005
1864	2000
1865	2005
1866	2005
1867	2005
1868	2005
1869	2005
1870	2005
1871	2004
1872	2001
1873	2005
1874	2005
1875	2006
1876	2006
1877	2005
1878	2005
1879	2005
1880	2003
1881	2005
1882	2005
1883	2005
1884	2006
1885	2005
1886	2005
1887	2003
1888	2003
1889	2005
1890	2005
1891	2005
1892	2006
1893	2005
1894	2005
1895	2003
1896	2004
1897	2006
1898	2005
1899	2005
1900	2006
1901	2004
1902	2005
1903	2002
1904	2004
1905	2005
1906	2005
1907	2005
1908	2005
1909	2006
1910	2005
1911	2001
1912	2005
1913	2005
1914	2005
1915	2005
1916	2006
1917	2006
1918	2005
1919	2001
1920	2005
1921	2006
1922	2005
1923	2005
1924	2005
1925	2006
1926	2005
1927	2000
1928	2005
1929	2006
1930	2005
1931	2005
1932	2005
1933	2006
1934	2005
1935	1999
1936	2005
1937	2005
1938	2005
1939	2004
1940	2005
1941	2005
1942	2006
1943	1999
1944	2005
1945	2005
1946	2006
1947	2005
1948	2006
1949	2005
1950	2005
1951	1999
1952	2005
1953	2005
1954	2006
1955	2005
1956	2005
1957	2005
1958	2006
1959	1999
1960	2005
1961	2005
1962	2006
1963	2005
1964	2004
1965	2005
1966	2006
1967	2001
1968	2005
1969	2005
1970	2006
1971	2004
1972	2005
1973	2005
1974	2005
1975	2001
1976	2005
1977	2005
1978	2005
1979	2006
1980	2005
1981	2004
1982	2004
1983	2003
1984	2005
1985	2005
1986	2005
1987	2006
1988	2005
1989	2005
1990	2003
1991	2004
1992	2005
1993	2005
1994	2005
1995	2006
1996	2005
1997	2006
1998	2003
1999	2004
2000	2005
