ALGRUNID	ITERNUM	INC_PT	KSD0_PT	KSD1_PT	MR1_PT	RHS_PT	TOT_PT
27441	228	80167	4	4	1	0	9
27441	229	80168	4	4	1	0	9
27441	230	80169	4	4	0	0	8
27441	231	80172	4	4	0	0	8
27441	232	80172	4	4	0	0	8
27441	233	80168	4	4	0	0	8
27441	234	80167	4	4	0	0	8
27441	235	80168	4	4	1	0	9
27441	236	80170	4	4	0	0	8
27441	237	80168	4	4	1	0	9
27441	238	80169	4	4	0	0	8
27441	239	80171	4	4	3	114	125
27441	240	80173	4	4	2	0	10
27441	241	80169	4	4	1	0	9
27441	242	80169	4	4	0	0	8
27441	243	80169	4	4	1	0	9
27441	244	80168	4	4	1	0	9
27441	245	80167	4	4	2	0	10
27441	246	80167	4	4	2	0	10
27441	247	80167	4	4	1	0	9
27441	248	80168	4	4	1	0	9
27441	249	80174	4	4	1	0	9
27441	250	80170	4	4	2	0	10
27441	251	80169	4	4	0	0	8
27441	252	80167	4	4	2	0	10
27441	253	80168	4	4	1	0	9
27441	254	80168	4	4	2	0	10
27441	255	80168	5	4	1	0	10
27441	256	80169	4	4	0	0	8
27441	257	80166	4	4	3	0	11
27441	258	80170	4	4	0	0	8
27441	259	80168	4	4	1	0	9
27441	260	80173	4	4	1	0	9
27441	261	80171	4	4	1	0	9
27441	262	80167	4	4	2	0	10
27441	263	80171	4	4	2	0	10
27441	264	80169	4	4	1	0	9
27441	265	80169	4	4	1	0	9
27441	266	80166	4	4	3	0	11
27441	267	80167	4	4	3	0	11
27441	268	80169	4	4	0	0	8
27441	269	80167	4	4	1	0	9
27441	270	80169	4	4	1	0	9
27441	271	80168	4	4	1	0	9
27441	272	80167	4	5	2	0	11
27441	273	80169	4	4	1	0	9
27441	274	80169	4	4	1	0	9
27441	275	80171	4	4	0	0	8
27441	276	80174	4	4	0	0	8
27441	277	80173	4	4	0	0	8
27441	278	80170	4	4	2	0	10
27441	279	80169	4	4	1	0	9
27441	280	80169	4	5	0	0	9
27441	281	80168	4	4	1	0	9
27441	282	80168	4	4	1	0	9
27441	283	80170	4	4	1	0	9
27441	284	80169	4	4	1	0	9
27441	285	80169	4	4	1	0	9
27441	286	80168	4	4	2	0	10
27441	287	80169	4	4	1	0	9
27441	288	80169	4	4	1	0	9
27441	289	80169	4	4	0	0	8
27441	290	80169	4	4	1	0	9
27441	291	80170	4	4	0	0	8
27441	292	80167	4	4	2	0	10
27441	293	80169	4	4	1	0	9
27441	294	80169	4	4	1	0	9
27441	295	80168	4	4	2	0	10
27441	296	80169	4	4	0	0	8
27441	297	80168	4	4	2	0	10
27441	298	80168	4	4	2	0	10
27441	299	80169	4	4	1	0	9
27441	300	80171	4	4	0	0	8
27441	301	80168	4	4	1	0	9
27441	302	80169	4	4	1	0	9
27441	303	80170	4	4	0	0	8
27441	304	80169	4	4	1	0	9
27441	305	80170	4	4	0	0	8
27441	306	80168	4	4	2	0	10
27441	307	80171	4	5	1	0	10
27441	308	80171	4	4	1	0	9
27441	309	80170	4	4	1	0	9
27441	310	80169	4	4	1	0	9
27441	311	80170	4	4	0	0	8
27441	312	80169	4	4	1	0	9
27441	313	80170	4	4	1	0	9
27441	314	80169	4	4	1	0	9
27441	315	80168	4	4	2	0	10
27441	316	80170	4	4	0	0	8
27441	317	80168	4	4	2	0	10
27441	318	80165	4	4	0	0	8
27441	319	80169	4	4	1	0	9
27441	320	80169	4	4	1	0	9
27441	321	80169	4	4	1	0	9
27441	322	80170	4	4	0	0	8
27441	323	80170	4	4	0	0	8
27441	324	80166	4	4	3	0	11
27441	325	80171	4	4	1	0	9
27441	326	80170	4	4	1	0	9
27441	327	80169	4	4	1	0	9
27441	328	80170	4	4	0	0	8
27441	329	80171	4	4	0	0	8
27441	330	80170	4	4	0	0	8
27441	331	80166	4	4	0	0	8
27441	332	80169	4	4	1	0	9
27441	333	80170	4	4	0	0	8
27441	334	80166	4	4	3	0	11
27441	335	80169	4	4	2	0	10
27441	336	80170	4	4	0	0	8
27441	337	80169	4	4	2	0	10
27441	338	80170	4	4	0	0	8
27441	339	80170	4	4	0	0	8
27441	340	80169	4	4	0	0	8
27441	341	80170	4	4	0	0	8
27441	342	80168	4	4	2	0	10
27441	343	80168	4	4	2	0	10
27441	344	80166	4	4	0	0	8
27441	345	80166	4	4	2	0	10
27441	346	80169	4	4	4	0	12
27441	347	80169	4	4	0	0	8
27441	348	80169	4	4	1	0	9
27441	349	80169	4	4	1	0	9
27441	350	80170	4	4	0	0	8
27441	351	80169	4	4	1	0	9
27441	352	80172	4	4	2	0	10
27441	353	80169	4	4	1	0	9
27441	354	80168	4	4	2	0	10
27441	355	80167	4	4	3	0	11
27441	356	80168	4	4	2	0	10
27441	357	80166	4	4	1	0	9
27441	358	80166	4	4	3	0	11
27441	359	80170	4	4	0	0	8
27441	360	80167	4	4	2	0	10
27441	361	80169	4	4	1	0	9
27441	362	80169	4	4	1	0	9
27441	363	80169	4	4	1	0	9
27441	364	80167	4	4	3	0	11
27441	365	80169	4	4	1	0	9
27441	366	80171	4	4	0	0	8
27441	367	80169	4	4	1	0	9
27441	368	80169	4	4	2	0	10
27441	369	80170	4	4	0	0	8
27441	370	80169	4	4	1	0	9
27441	371	80168	4	4	1	0	9
27441	372	80169	4	4	1	0	9
27441	373	80168	4	4	1	0	9
27441	374	80166	4	4	2	0	10
27441	375	80169	4	4	0	0	8
27441	376	80170	4	4	0	0	8
27441	377	80168	4	4	2	0	10
27441	378	80169	4	5	1	0	10
27441	379	80168	4	4	2	0	10
27441	380	80169	4	4	1	0	9
27441	381	80169	4	4	1	0	9
27441	382	80169	4	4	2	0	10
27441	383	80168	4	4	0	0	8
27441	384	80168	4	4	3	0	11
27441	385	80171	4	4	0	0	8
27441	386	80168	4	4	1	0	9
27441	387	80166	4	4	3	0	11
27441	388	80167	4	4	3	0	11
27441	389	80169	4	4	1	0	9
27441	390	80169	4	4	1	0	9
27441	391	80169	4	4	1	0	9
27441	392	80165	4	4	2	0	10
27441	393	80167	4	4	1	0	9
27441	394	80170	4	4	1	0	9
27441	395	80168	4	4	1	0	9
27441	396	80170	5	4	0	0	9
27441	397	80172	4	4	1	0	9
27441	398	80171	4	4	0	0	8
27441	399	80169	4	4	1	0	9
27441	400	80169	4	4	1	0	9
27441	401	80168	4	4	1	0	9
27441	402	80170	4	4	1	0	9
27441	403	80170	4	4	0	0	8
27441	404	80166	4	5	2	0	11
27441	405	80170	4	4	0	0	8
27441	406	80170	4	4	0	0	8
27441	407	80168	4	4	1	0	9
27441	408	80170	4	4	1	0	9
27441	409	80169	4	4	1	0	9
27441	410	80169	4	4	2	0	10
27441	411	80167	4	4	1	0	9
27441	412	80166	4	4	2	0	10
27441	413	80169	4	4	1	0	9
27441	414	80171	4	4	0	0	8
27441	415	80169	4	4	1	0	9
27441	416	80170	4	4	0	0	8
27441	417	80170	4	4	1	0	9
27441	418	80171	4	4	1	115	124
27441	419	80167	4	4	2	0	10
27441	420	80168	4	4	1	0	9
27441	421	80169	4	4	0	0	8
27441	422	80169	4	4	0	0	8
27441	423	80169	4	4	0	0	8
27441	424	80167	4	4	3	0	11
27441	425	80170	4	4	0	0	8
27441	426	80169	4	4	1	0	9
27441	427	80168	4	4	2	0	10
27441	428	80169	4	4	2	0	10
27441	429	80169	4	4	1	0	9
27441	430	80168	4	4	2	0	10
27441	431	80171	5	4	0	0	9
27441	432	80169	4	4	1	0	9
27441	433	80169	4	4	1	0	9
27441	434	80169	4	4	1	0	9
27441	435	80169	4	4	1	0	9
27441	436	80169	4	4	1	0	9
27441	437	80170	4	4	0	0	8
27441	438	80171	4	4	0	0	8
27441	439	80167	4	4	3	0	11
27441	440	80169	4	4	1	0	9
27441	441	80172	4	4	1	0	9
27441	442	80166	4	4	3	0	11
27441	443	80170	4	4	1	0	9
27441	444	80169	4	4	1	0	9
27441	445	80170	4	4	0	0	8
27441	446	80169	4	4	1	0	9
27441	447	80168	4	4	2	0	10
27441	448	80168	4	4	0	0	8
27441	449	80169	4	4	1	0	9
27441	450	80168	4	4	1	0	9
27441	451	80169	4	4	1	0	9
27441	452	80170	4	4	0	0	8
27441	453	80169	4	4	2	0	10
27441	454	80167	4	4	2	0	10
27441	455	80169	4	4	0	0	8
27441	456	80167	4	4	2	0	10
27441	457	80169	4	4	1	0	9
27441	458	80169	4	4	0	0	8
27441	459	80166	4	4	3	0	11
27441	460	80169	4	4	1	0	9
27441	461	80169	4	4	1	0	9
27441	462	80169	4	4	0	0	8
27441	463	80167	4	4	2	0	10
27441	464	80171	4	4	1	0	9
27441	465	80169	4	4	1	0	9
27441	466	80171	5	4	0	0	9
27441	467	80181	4	4	0	0	8
27441	468	80168	4	4	1	0	9
27441	469	80169	4	4	0	0	8
27441	470	80169	4	4	0	0	8
27441	471	80169	4	4	0	0	8
27441	472	80169	4	4	1	0	9
27441	473	80169	4	4	1	0	9
27441	474	80168	4	4	2	0	10
27441	475	80169	4	4	1	0	9
27441	476	80168	4	4	1	0	9
27441	477	80170	4	4	1	0	9
27441	478	80172	4	4	2	0	10
27441	479	80171	4	4	1	0	9
27441	480	80170	4	4	0	0	8
27441	481	80168	4	4	1	0	9
27441	482	80169	4	4	2	0	10
27441	483	80168	4	4	1	0	9
27441	484	80169	4	5	2	0	11
27441	485	80170	4	4	0	0	8
27441	486	80173	4	4	2	0	10
27441	487	80168	4	4	2	0	10
27441	488	80168	4	4	2	0	10
27441	489	80168	4	4	1	0	9
