ALGRUNID	ITERNUM	INC_PT	KSD0_PT	KSD1_PT	MR1_PT	TOT_PT
19300	918	80172	4	4	0	8
19300	919	80171	4	4	1	9
19300	920	80171	4	4	1	9
19300	921	80169	4	4	0	8
19300	922	80169	4	4	2	10
19300	923	80171	4	4	1	9
19300	924	80172	4	4	0	8
19300	925	80172	4	4	1	9
19300	926	80171	4	4	1	9
19300	927	80170	4	4	2	10
19300	928	80169	4	4	0	8
19300	929	80171	4	4	0	8
19300	930	80171	4	4	2	10
19300	931	80172	4	4	2	10
19300	932	80172	4	4	1	9
19300	933	80171	4	4	1	9
19300	934	80172	4	4	0	8
19300	935	80170	4	4	1	9
19300	936	80168	4	4	1	9
19300	937	80170	4	4	2	10
19300	938	80172	4	4	1	9
19300	939	80170	4	4	2	10
19300	940	80171	4	4	3	11
19300	941	80172	4	4	1	9
19300	942	80171	4	4	0	8
19300	943	80168	4	4	1	9
19300	944	80170	4	4	2	10
19300	945	80171	4	4	1	9
19300	946	80171	4	4	1	9
19300	947	80172	5	4	1	10
19300	948	80170	4	4	1	9
19300	949	80168	4	4	3	11
19300	950	80170	4	4	2	10
19300	951	80172	4	4	0	8
19300	952	80173	4	4	0	8
19300	953	80172	4	4	1	9
19300	954	80166	4	4	1	9
19300	955	80172	4	4	1	9
19300	956	80171	4	4	1	9
19300	957	80171	4	4	0	8
19300	958	80172	4	4	1	9
19300	959	80166	4	4	1	9
19300	960	80172	4	4	1	9
19300	961	80171	4	4	2	10
19300	962	80171	4	4	2	10
19300	963	80171	4	4	1	9
19300	964	80164	4	4	3	11
19300	965	80170	5	4	1	10
19300	966	80171	4	4	1	9
19300	967	80173	4	4	0	8
19300	968	80170	4	4	0	8
19300	969	80171	4	4	1	9
19300	970	80175	4	4	2	10
19300	971	80171	4	4	0	8
19300	972	80171	4	4	1	9
19300	973	80165	4	4	3	11
19300	974	80171	4	4	2	10
19300	975	80171	4	4	1	9
19300	976	80171	4	4	1	9
19300	977	80172	4	4	1	9
19300	978	80171	4	4	2	10
19300	979	80169	4	4	1	9
19300	980	80172	4	4	0	8
19300	981	80170	4	4	2	10
19300	982	80173	4	4	0	8
19300	983	80171	4	4	1	9
19300	984	80169	4	4	0	8
19300	985	80176	4	4	1	9
19300	986	80173	4	4	0	8
19300	987	80167	4	4	0	8
19300	988	80173	4	4	0	8
19300	989	80173	4	4	1	9
19300	990	80171	4	4	1	9
19300	991	80166	4	4	1	9
19300	992	80171	4	4	1	9
19300	993	80173	4	4	1	9
19300	994	80172	4	4	1	9
19300	995	80165	4	4	1	9
19300	996	80173	4	4	1	9
19300	997	80171	4	4	1	9
19300	998	80171	4	4	1	9
19300	999	80168	4	4	1	9
19300	1000	80173	4	5	0	9
