"INC Number"	"Bin Number"	"Counts"
78	78159	3
78	78160	33
78	78161	80
78	78162	202
78	78163	247
78	78164	211
78	78165	73
78	78166	47
78	78167	32
78	78168	32
78	78169	26
78	78170	6
78	78171	4
78	78172	1
78	78173	2
78	78174	0
78	78175	0
78	78176	0
78	78177	0
78	78178	0
78	78179	0
78	78180	0
78	78181	1
78.25	78410	7
78.25	78411	33
78.25	78412	109
78.25	78413	221
78.25	78414	302
78.25	78415	147
78.25	78416	51
78.25	78417	36
78.25	78418	29
78.25	78419	24
78.25	78420	22
78.25	78421	12
78.25	78422	3
78.25	78423	2
78.25	78424	0
78.25	78425	0
78.25	78426	0
78.25	78427	0
78.25	78428	0
78.25	78429	0
78.25	78430	1
78.25	78431	0
78.25	78432	0
78.25	78433	0
78.25	78434	0
78.25	78435	1
78.5	78660	2
78.5	78661	17
78.5	78662	68
78.5	78663	178
78.5	78664	318
78.5	78665	209
78.5	78666	70
78.5	78667	35
78.5	78668	33
78.5	78669	19
78.5	78670	29
78.5	78671	13
78.5	78672	6
78.5	78673	1
78.5	78674	0
78.5	78675	0
78.5	78676	0
78.5	78677	0
78.5	78678	0
78.5	78679	0
78.5	78680	0
78.5	78681	0
78.5	78682	1
78.5	78683	0
78.5	78684	0
78.5	78685	0
78.5	78686	0
78.5	78687	0
78.5	78688	0
78.5	78689	1
78.75	78908	1
78.75	78909	3
78.75	78910	6
78.75	78911	21
78.75	78912	56
78.75	78913	123
78.75	78914	199
78.75	78915	243
78.75	78916	154
78.75	78917	64
78.75	78918	35
78.75	78919	34
78.75	78920	38
78.75	78921	12
78.75	78922	5
78.75	78923	2
78.75	78924	1
78.75	78925	1
78.75	78926	0
78.75	78927	0
78.75	78928	0
78.75	78929	0
78.75	78930	0
78.75	78931	1
78.75	78932	0
78.75	78933	0
78.75	78934	0
78.75	78935	0
78.75	78936	0
78.75	78937	0
78.75	78938	0
78.75	78939	1
79	79159	1
79	79160	4
79	79161	12
79	79162	22
79	79163	68
79	79164	153
79	79165	269
79	79166	217
79	79167	136
79	79168	38
79	79169	22
79	79170	26
79	79171	18
79	79172	8
79	79173	2
79	79174	1
79	79175	0
79	79176	1
79	79177	1
79	79178	0
79	79179	0
79	79180	0
79	79181	1
79.25	79409	1
79.25	79410	0
79.25	79411	10
79.25	79412	7
79.25	79413	27
79.25	79414	87
79.25	79415	197
79.25	79416	279
79.25	79417	211
79.25	79418	74
79.25	79419	28
79.25	79420	25
79.25	79421	27
79.25	79422	13
79.25	79423	9
79.25	79424	2
79.25	79425	2
79.25	79426	0
79.25	79427	0
79.25	79428	0
79.25	79429	0
79.25	79430	0
79.25	79431	0
79.25	79432	0
79.25	79433	0
79.25	79434	0
79.25	79435	0
79.25	79436	0
79.25	79437	0
79.25	79438	1
79.5	79659	2
79.5	79660	1
79.5	79661	5
79.5	79662	23
79.5	79663	34
79.5	79664	81
79.5	79665	149
79.5	79666	202
79.5	79667	192
79.5	79668	139
79.5	79669	60
79.5	79670	35
79.5	79671	25
79.5	79672	34
79.5	79673	11
79.5	79674	5
79.5	79675	1
79.5	79676	0
79.5	79677	0
79.5	79678	0
79.5	79679	0
79.5	79680	0
79.5	79681	0
79.5	79682	1
79.75	79914	4
79.75	79915	23
79.75	79916	78
79.75	79917	200
79.75	79918	258
79.75	79919	209
79.75	79920	87
79.75	79921	33
79.75	79922	32
79.75	79923	32
79.75	79924	30
79.75	79925	7
79.75	79926	3
79.75	79927	1
79.75	79928	1
79.75	79929	0
79.75	79930	0
79.75	79931	0
79.75	79932	0
79.75	79933	1
79.75	79934	0
79.75	79935	0
79.75	79936	0
79.75	79937	0
79.75	79938	0
79.75	79939	1
80	80163	1
80	80164	10
80	80165	34
80	80166	41
80	80167	28
80	80168	29
80	80169	37
80	80170	120
80	80171	263
80	80172	264
80	80173	122
80	80174	33
80	80175	9
80	80176	5
80	80177	2
80	80178	0
80	80179	0
80	80180	0
80	80181	0
80	80182	1
80	80183	0
80	80184	0
80	80185	1
