"INC Number"	"Bin Number"	"Counts"
93	93188	1
93	93189	5
93	93190	19
93	93191	66
93	93192	142
93	93193	140
93	93194	97
93	93195	60
93	93196	51
93	93197	75
93	93198	112
93	93199	119
93	93200	71
93	93201	29
93	93202	11
93	93203	1
93	93204	0
93	93205	1
94	94190	3
94	94191	9
94	94192	32
94	94193	64
94	94194	113
94	94195	126
94	94196	130
94	94197	65
94	94198	61
94	94199	83
94	94200	96
94	94201	97
94	94202	77
94	94203	29
94	94204	11
94	94205	0
94	94206	1
94	94207	2
94	94208	0
94	94209	0
94	94210	0
94	94211	0
94	94212	0
94	94213	0
94	94214	0
94	94215	0
94	94216	0
94	94217	0
94	94218	0
94	94219	0
94	94220	0
94	94221	0
94	94222	1
95	95193	4
95	95194	7
95	95195	27
95	95196	72
95	95197	113
95	95198	131
95	95199	122
95	95200	97
95	95201	74
95	95202	77
95	95203	90
95	95204	78
95	95205	66
95	95206	24
95	95207	10
95	95208	3
95	95209	1
95	95210	2
95	95211	0
95	95212	2
96	96197	2
96	96198	3
96	96199	6
96	96200	8
96	96201	16
96	96202	38
96	96203	89
96	96204	186
96	96205	249
96	96206	179
96	96207	119
96	96208	51
96	96209	27
96	96210	13
96	96211	5
96	96212	6
96	96213	0
96	96214	1
96	96215	0
96	96216	0
96	96217	1
96	96218	0
96	96219	0
96	96220	0
96	96221	0
96	96222	0
96	96223	0
96	96224	0
96	96225	0
96	96226	0
96	96227	0
96	96228	1
97	97197	4
97	97198	3
97	97199	16
97	97200	43
97	97201	82
97	97202	119
97	97203	160
97	97204	134
97	97205	125
97	97206	72
97	97207	61
97	97208	60
97	97209	50
97	97210	46
97	97211	15
97	97212	4
97	97213	2
97	97214	1
97	97215	0
97	97216	1
97	97217	0
97	97218	0
97	97219	0
97	97220	1
97	97221	0
97	97222	0
97	97223	0
97	97224	0
97	97225	1
98	98200	6
98	98201	9
98	98202	28
98	98203	42
98	98204	87
98	98205	154
98	98206	155
98	98207	137
98	98208	116
98	98209	77
98	98210	57
98	98211	42
98	98212	44
98	98213	25
98	98214	12
98	98215	5
98	98216	0
98	98217	0
98	98218	0
98	98219	0
98	98220	0
98	98221	0
98	98222	1
98	98223	0
98	98224	0
98	98225	1
98	98226	0
98	98227	0
98	98228	1
98	98229	1
99	99201	1
99	99202	0
99	99203	15
99	99204	26
99	99205	62
99	99206	113
99	99207	188
99	99208	155
99	99209	141
99	99210	91
99	99211	72
99	99212	53
99	99213	31
99	99214	32
99	99215	13
99	99216	4
99	99217	2
99	99218	0
99	99219	0
99	99220	0
99	99221	0
99	99222	0
99	99223	0
99	99224	0
99	99225	0
99	99226	0
99	99227	0
99	99228	0
99	99229	0
99	99230	0
99	99231	0
99	99232	1
100	100202	2
100	100203	6
100	100204	22
100	100205	34
100	100206	50
100	100207	106
100	100208	163
100	100209	209
100	100210	188
100	100211	101
100	100212	57
100	100213	24
100	100214	16
100	100215	11
100	100216	3
100	100217	2
100	100218	2
100	100219	0
100	100220	0
100	100221	0
100	100222	2
100	100223	1
100	100224	0
100	100225	0
100	100226	0
100	100227	0
100	100228	0
100	100229	0
100	100230	0
100	100231	1
101	101206	1
101	101207	1
101	101208	4
101	101209	10
101	101210	31
101	101211	85
101	101212	184
101	101213	221
101	101214	215
101	101215	114
101	101216	53
101	101217	28
101	101218	20
101	101219	16
101	101220	7
101	101221	4
101	101222	2
101	101223	1
101	101224	0
101	101225	1
101	101226	0
101	101227	0
101	101228	1
101	101229	0
101	101230	0
101	101231	0
101	101232	0
101	101233	0
101	101234	0
101	101235	0
101	101236	0
101	101237	0
101	101238	0
101	101239	0
101	101240	0
101	101241	0
101	101242	1
102	102208	5
102	102209	4
102	102210	15
102	102211	13
102	102212	30
102	102213	51
102	102214	84
102	102215	163
102	102216	224
102	102217	219
102	102218	124
102	102219	31
102	102220	16
102	102221	13
102	102222	3
102	102223	2
102	102224	2
102	102225	0
102	102226	0
102	102227	0
102	102228	0
102	102229	0
102	102230	0
102	102231	0
102	102232	0
102	102233	1
103	103208	1
103	103209	0
103	103210	9
103	103211	16
103	103212	24
103	103213	29
103	103214	44
103	103215	64
103	103216	126
103	103217	204
103	103218	222
103	103219	149
103	103220	66
103	103221	26
103	103222	12
103	103223	3
103	103224	2
103	103225	0
103	103226	0
103	103227	0
103	103228	0
103	103229	0
103	103230	1
103	103231	0
103	103232	1
103	103233	0
103	103234	1
