ALGRUNID	ITERNUM	U_TIME	S_TIME	PRTIME	ALL_U_TIME	ALL_S_TIME	ALL_MIN_FLT	ALL_MAJ_FLT	ALL_NIVCSW	ALL_NVCSW	ALL_CPU_COUNT	ALL_CPU_DELAY	ALL_BLKIO_COUNT	ALL_SWAPIN_COUNT	ALL_SWAPIN_DELAY	ALL_FREEPGS_COUNT	ALL_FREEPGS_DELAY	ALL_READ_BYTES	ALL_READ_CHAR	ALL_READ_SYSCALLS	ALL_WRITE_BYTES	ALL_WRITE_CHAR	ALL_WRITE_SYSCALLS
19260	1	48102	1	48103	194	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	2	48103	1	48104	196	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	3	48093	3	48096	196	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	4	48104	0	48104	192	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	5	48102	1	48103	196	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	6	48100	1	48101	194	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	7	48096	2	48098	192	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	8	48102	2	48104	192	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	9	48101	4	48105	192	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	10	48101	0	48101	196	7	2	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	11	48100	1	48101	192	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	12	48097	5	48102	188	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	13	48103	2	48105	188	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	14	48098	0	48098	196	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	15	48103	0	48103	194	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	16	48103	0	48103	192	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	17	48101	2	48103	196	6	6	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	18	48103	1	48104	190	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	19	48100	2	48102	194	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	20	48103	0	48103	194	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	21	48104	0	48104	196	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	22	48100	2	48102	192	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	23	48097	1	48098	196	8	2	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	24	48100	4	48104	189	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	25	48101	2	48103	194	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	26	48099	2	48101	192	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	27	48103	1	48104	194	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	28	48099	1	48100	194	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	29	48103	4	48107	192	9	2	0	0	0	0	0	0	0	0	0	0	0	0	3	28672	0	0
19260	30	48102	1	48103	198	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	31	48103	1	48104	194	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28672	0	0
19260	32	48093	3	48096	198	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	33	48104	1	48105	192	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	34	48101	1	48102	192	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	35	48103	1	48104	192	11	6	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	36	48104	0	48104	194	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	37	48102	1	48103	194	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	38	48098	0	48098	194	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	39	48102	0	48102	192	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	40	48103	0	48103	196	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	41	48104	1	48105	190	11	2	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	42	48098	1	48099	190	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	43	48103	0	48103	192	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	44	48100	3	48103	194	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	45	48102	2	48104	192	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	46	48098	2	48100	194	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	47	48101	2	48103	194	9	2	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	48	48102	3	48105	194	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	49	48103	2	48105	194	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	50	48100	3	48103	194	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	51	48100	1	48101	194	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	52	48104	0	48104	194	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	53	48104	0	48104	192	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	54	48101	3	48104	194	10	3	0	0	0	0	0	0	0	0	0	0	0	0	3	49152	7	0
19260	55	48098	3	48101	194	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	56	48104	0	48104	192	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	57	48103	0	48103	196	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	58	48099	2	48101	194	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	59	48097	3	48100	192	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	60	48100	2	48102	194	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	61	48101	1	48102	198	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	62	48097	4	48101	194	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	63	48101	3	48104	194	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	64	48104	1	48105	196	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	65	48104	0	48104	190	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	66	48097	1	48098	196	7	2	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	67	48103	0	48103	194	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	68	48103	0	48103	192	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	69	48104	1	48105	188	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	70	48097	1	48098	190	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	71	48104	0	48104	194	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	72	48102	0	48102	192	10	2	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	73	48102	2	48104	198	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	74	48094	3	48097	198	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	75	48101	2	48103	190	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	76	48104	1	48105	194	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	77	48100	4	48104	194	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	78	48093	4	48097	194	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	79	48102	2	48104	192	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	80	48103	1	48104	196	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	81	48099	0	48099	190	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	82	48104	1	48105	192	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	83	48105	0	48105	196	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	84	48098	1	48099	192	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	85	48103	1	48104	192	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	86	48099	2	48101	196	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	87	48102	3	48105	194	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	88	48105	0	48105	192	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	89	48099	0	48099	196	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	90	48105	1	48106	194	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	91	48102	1	48103	192	11	2	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	92	48096	2	48098	196	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	93	48102	3	48105	194	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	94	48101	4	48105	198	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	95	48097	2	48099	194	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	96	48103	2	48105	189	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	97	48105	1	48106	194	10	6	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	98	48099	0	48099	190	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	99	48103	1	48104	209	18	1482	0	0	0	0	0	0	0	0	0	0	0	14772	26	16384	0	0
19260	100	48106	0	48106	192	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	101	48098	0	48098	194	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	102	48104	1	48105	194	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	103	48103	0	48103	188	14	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	104	48099	3	48102	190	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	105	48102	3	48105	196	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	106	48097	2	48099	192	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	107	48103	3	48106	190	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	108	48106	0	48106	192	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	28672	0	0
19260	109	48100	0	48100	192	9	2	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	110	48104	1	48105	190	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	111	48101	2	48103	194	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	112	48097	2	48099	192	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	113	48103	1	48104	194	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	114	48102	3	48105	188	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	115	48093	4	48097	194	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	116	48101	3	48104	194	10	6	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	117	48102	3	48105	190	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	118	48095	4	48099	194	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	119	48105	1	48106	194	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	120	48105	0	48105	186	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	121	48101	0	48101	192	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	122	48100	1	48101	196	8	2	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	123	48106	1	48107	190	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	124	48099	1	48100	192	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	125	48097	3	48100	190	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	126	48106	1	48107	190	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	127	48097	4	48101	192	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	128	48101	4	48105	196	7	3	0	0	0	0	0	0	0	0	0	0	0	0	3	49152	7	0
19260	129	48105	2	48107	194	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	130	48099	1	48100	194	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	131	48099	1	48100	190	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	132	48105	1	48106	194	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	133	48100	0	48100	194	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
19260	134	48099	2	48101	192	10	6	0	0	0	0	0	0	0	0	0	0	0	0	3	12288	0	0
19260	135	48105	1	48106	190	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12288	0	0
