ITERNUM	U_TIME	S_TIME	PRTIME	METIME
1	1026145	23	1026168	1026282
2	1026146	28	1026174	1026293
3	1026146	18	1026164	1026277
4	1026145	20	1026165	1026282
5	1026144	24	1026168	1026280
6	1026148	20	1026168	1026280
7	1026143	16	1026159	1026274
8	1026145	22	1026167	1026282
9	1026136	29	1026165	1026279
10	1026135	20	1026155	1026269
11	1026144	19	1026163	1026282
12	1026137	23	1026160	1026279
13	1026134	28	1026162	1026276
14	1026147	14	1026161	1026279
15	1026146	21	1026167	1026288
16	1026146	24	1026170	1026286
17	1026151	26	1026177	1026317
18	1026137	22	1026159	1026277
19	1026152	18	1026170	1026281
20	1026154	17	1026171	1026284
21	1026142	19	1026161	1026276
22	1026146	19	1026165	1026280
23	1026144	23	1026167	1026288
24	1026140	26	1026166	1026282
25	1026136	25	1026161	1026278
26	1026138	21	1026159	1026277
27	1026138	20	1026158	1026273
28	1026145	27	1026172	1026333
29	1026146	14	1026160	1026275
30	1026148	21	1026169	1026289
31	1026135	27	1026162	1026278
32	1026136	16	1026152	1026266
33	1026144	18	1026162	1026279
34	1026140	24	1026164	1026284
35	1026144	17	1026161	1026273
36	1026135	16	1026151	1026269
37	1026149	19	1026168	1026283
38	1026143	23	1026166	1026282
39	1026141	21	1026162	1026274
40	1026146	26	1026172	1026284
41	1026154	24	1026178	1026290
42	1026141	19	1026160	1026274
43	1026132	22	1026154	1026269
44	1026136	26	1026162	1026280
45	1026146	16	1026162	1026280
46	1026140	28	1026168	1026282
47	1026138	22	1026160	1026273
48	1026149	26	1026175	1026291
49	1026148	23	1026171	1026291
50	1026141	16	1026157	1026273
51	1026146	20	1026166	1026280
52	1026145	24	1026169	1026285
53	1026154	16	1026170	1026287
54	1026139	22	1026161	1026278
55	1026141	21	1026162	1026279
56	1026157	19	1026176	1026289
57	1026136	22	1026158	1026275
58	1026136	27	1026163	1026278
59	1026143	25	1026168	1026279
60	1026136	29	1026165	1026282
61	1026148	25	1026173	1026292
62	1026139	21	1026160	1026280
63	1026138	24	1026162	1026278
64	1026143	24	1026167	1026286
65	1026141	28	1026169	1026280
66	1026138	15	1026153	1026267
67	1026149	32	1026181	1026301
68	1026150	19	1026169	1026279
69	1026144	26	1026170	1026287
70	1026142	26	1026168	1026280
71	1026144	26	1026170	1026282
72	1026141	20	1026161	1026276
73	1026140	17	1026157	1026271
74	1026145	27	1026172	1026284
75	1026137	25	1026162	1026273
76	1026139	23	1026162	1026279
77	1026136	23	1026159	1026277
78	1026144	22	1026166	1026281
79	1026136	29	1026165	1026281
80	1026144	14	1026158	1026269
81	1026137	18	1026155	1026270
82	1026151	27	1026178	1026297
83	1026149	19	1026168	1026278
84	1026139	27	1026166	1026284
85	1026137	23	1026160	1026276
86	1026156	17	1026173	1026284
87	1026136	25	1026161	1026277
88	1026135	17	1026152	1026269
89	1026138	28	1026166	1026281
90	1026153	28	1026181	1026294
91	1026143	12	1026155	1026272
92	1026147	22	1026169	1026285
93	1026155	22	1026177	1026293
94	1026128	27	1026155	1026273
95	1026136	28	1026164	1026279
96	1026140	25	1026165	1026280
97	1026144	25	1026169	1026289
98	1026139	21	1026160	1026276
99	1026136	24	1026160	1026272
100	1026143	14	1026157	1026271
101	1026146	24	1026170	1026305
102	1026136	21	1026157	1026272
103	1026146	13	1026159	1026271
104	1026137	24	1026161	1026279
105	1026139	18	1026157	1026270
106	1026133	21	1026154	1026270
107	1026139	28	1026167	1026282
108	1026145	21	1026166	1026287
109	1026144	23	1026167	1026277
110	1026147	15	1026162	1026278
111	1026139	20	1026159	1026277
112	1026156	37	1026193	1026347
113	1026145	19	1026164	1026277
114	1026150	27	1026177	1026298
115	1026145	21	1026166	1026284
116	1026146	24	1026170	1026280
117	1026141	18	1026159	1026274
118	1026136	27	1026163	1026279
119	1026154	21	1026175	1026291
120	1026143	21	1026164	1026278
121	1026145	24	1026169	1026285
122	1026151	22	1026173	1026288
123	1026145	25	1026170	1026282
124	1026136	23	1026159	1026274
125	1026148	17	1026165	1026281
126	1026140	19	1026159	1026283
127	1026145	15	1026160	1026278
128	1026143	19	1026162	1026278
129	1026139	22	1026161	1026275
130	1026150	19	1026169	1026280
131	1026144	14	1026158	1026270
132	1026140	24	1026164	1026280
133	1026143	25	1026168	1026285
134	1026134	26	1026160	1026279
135	1026140	25	1026165	1026279
136	1026141	23	1026164	1026283
137	1026152	19	1026171	1026284
138	1026131	30	1026161	1026273
139	1026139	29	1026168	1026286
140	1026143	20	1026163	1026276
141	1026154	20	1026174	1026289
142	1026141	19	1026160	1026276
143	1026148	19	1026167	1026285
144	1026149	19	1026168	1026278
145	1026143	17	1026160	1026276
146	1026149	14	1026163	1026279
147	1026141	26	1026167	1026284
148	1026150	21	1026171	1026289
149	1026151	20	1026171	1026286
150	1026150	21	1026171	1026284
151	1026145	18	1026163	1026278
152	1026136	21	1026157	1026277
153	1026147	22	1026169	1026280
154	1026131	19	1026150	1026265
155	1026144	14	1026158	1026277
156	1026144	24	1026168	1026288
157	1026132	27	1026159	1026271
158	1026134	18	1026152	1026267
159	1026146	14	1026160	1026275
160	1026134	29	1026163	1026278
161	1026142	14	1026156	1026272
162	1026124	35	1026159	1026276
163	1026158	17	1026175	1026292
164	1026144	18	1026162	1026276
165	1026150	20	1026170	1026286
166	1026144	20	1026164	1026281
167	1026142	30	1026172	1026289
168	1026147	14	1026161	1026277
169	1026147	14	1026161	1026281
170	1026154	23	1026177	1026291
171	1026143	16	1026159	1026273
172	1026142	20	1026162	1026278
173	1026142	22	1026164	1026279
174	1026140	20	1026160	1026280
175	1026139	15	1026154	1026271
176	1026143	16	1026159	1026272
177	1026156	17	1026173	1026293
