ITERNUM	U_TIME	S_TIME	PRTIME	METIME
178	1026142	24	1026166	1026286
179	1026136	25	1026161	1026279
180	1026140	23	1026163	1026280
181	1026138	30	1026168	1026283
182	1026133	25	1026158	1026275
183	1026142	18	1026160	1026279
184	1026135	33	1026168	1026305
185	1026141	22	1026163	1026280
186	1026136	14	1026150	1026268
187	1026136	24	1026160	1026272
188	1026136	24	1026160	1026277
189	1026135	19	1026154	1026269
190	1026134	25	1026159	1026275
191	1026146	25	1026171	1026286
192	1026150	14	1026164	1026287
193	1026151	17	1026168	1026283
194	1026151	18	1026169	1026282
195	1026149	19	1026168	1026283
196	1026153	32	1026185	1026346
197	1026145	23	1026168	1026282
198	1026137	31	1026168	1026287
199	1026150	19	1026169	1026284
200	1026148	21	1026169	1026287
201	1026141	19	1026160	1026277
202	1026147	15	1026162	1026277
203	1026150	18	1026168	1026283
204	1026145	23	1026168	1026285
205	1026140	22	1026162	1026279
206	1026144	20	1026164	1026281
207	1026162	19	1026181	1026296
208	1026135	23	1026158	1026279
209	1026147	21	1026168	1026283
210	1026130	29	1026159	1026275
211	1026135	29	1026164	1026276
212	1026141	25	1026166	1026276
213	1026143	22	1026165	1026283
214	1026135	26	1026161	1026276
215	1026154	11	1026165	1026286
216	1026148	18	1026166	1026278
217	1026141	14	1026155	1026274
218	1026145	18	1026163	1026281
219	1026147	14	1026161	1026272
220	1026138	27	1026165	1026276
221	1026139	23	1026162	1026278
222	1026133	29	1026162	1026283
223	1026147	21	1026168	1026280
224	1026139	27	1026166	1026288
225	1026155	14	1026169	1026281
226	1026143	27	1026170	1026283
227	1026147	20	1026167	1026280
228	1026134	24	1026158	1026272
229	1026144	24	1026168	1026286
230	1026140	34	1026174	1026291
231	1026143	25	1026168	1026279
232	1026141	20	1026161	1026278
233	1026145	26	1026171	1026285
234	1026142	19	1026161	1026277
235	1026132	28	1026160	1026278
236	1026148	22	1026170	1026284
237	1026153	20	1026173	1026285
238	1026140	22	1026162	1026277
239	1026144	22	1026166	1026278
240	1026147	25	1026172	1026287
241	1026147	25	1026172	1026286
242	1026139	21	1026160	1026270
243	1026143	22	1026165	1026281
244	1026145	24	1026169	1026283
245	1026138	21	1026159	1026274
246	1026139	18	1026157	1026275
247	1026143	23	1026166	1026282
248	1026145	24	1026169	1026287
249	1026150	20	1026170	1026283
250	1026142	24	1026166	1026281
251	1026138	31	1026169	1026289
252	1026139	26	1026165	1026283
253	1026146	18	1026164	1026280
254	1026140	22	1026162	1026277
255	1026147	22	1026169	1026281
256	1026134	23	1026157	1026279
257	1026138	23	1026161	1026271
258	1026142	22	1026164	1026280
259	1026155	15	1026170	1026285
260	1026146	17	1026163	1026278
261	1026144	22	1026166	1026284
262	1026151	21	1026172	1026294
263	1026149	17	1026166	1026282
264	1026140	21	1026161	1026276
265	1026150	22	1026172	1026289
266	1026130	31	1026161	1026279
267	1026156	24	1026180	1026291
268	1026155	30	1026185	1026323
269	1026142	26	1026168	1026283
270	1026145	24	1026169	1026284
271	1026147	20	1026167	1026279
272	1026136	22	1026158	1026277
273	1026144	24	1026168	1026287
274	1026138	19	1026157	1026273
275	1026138	22	1026160	1026278
276	1026150	21	1026171	1026287
277	1026134	24	1026158	1026273
278	1026136	18	1026154	1026270
279	1026144	20	1026164	1026276
280	1026145	34	1026179	1026340
281	1026148	26	1026174	1026291
282	1026145	28	1026173	1026283
283	1026149	18	1026167	1026282
284	1026146	21	1026167	1026279
285	1026135	25	1026160	1026275
286	1026148	22	1026170	1026285
287	1026149	17	1026166	1026281
288	1026152	19	1026171	1026287
289	1026144	19	1026163	1026277
290	1026142	25	1026167	1026286
291	1026132	25	1026157	1026278
292	1026134	36	1026170	1026284
293	1026149	25	1026174	1026290
294	1026150	18	1026168	1026282
295	1026128	28	1026156	1026274
296	1026143	24	1026167	1026281
297	1026145	19	1026164	1026280
298	1026132	26	1026158	1026275
299	1026145	18	1026163	1026278
300	1026135	27	1026162	1026279
